x	y	total	home	work
4511935.0	5347670.0	1052	684	368
4491178.5	5342258.5	678	443	235
4504581.0	5341783.5	108	49	59
4496678.5	5369763.0	327	209	118
4503278.5	5350340.5	422	274	148
4484340.5	5357249.0	21871	14558	7313
4481427.0	5362646.0	1997	1313	684
4498550.0	5353614.5	767	508	259
4485942.0	5337060.0	1026	662	364
4493682.5	5351729.0	6292	4117	2175
4499590.5	5359250.5	587	375	212
4488325.5	5355454.0	2113	1402	711
4467859.0	5331594.0	27055	18017	9038
4509783.0	5356190.0	239	88	151
4511233.5	5348363.0	205	125	80
4489838.5	5339512.0	2509	1646	863
4505875.0	5356669.0	36	12	24
4499477.0	5362687.5	631	414	217
4497776.0	5346844.0	705	457	248
4510174.0	5342884.0	110	46	64
4475709.0	5343146.5	1763	1168	595
4503791.5	5346582.5	302	188	114
4497936.0	5365234.5	301	196	105
4495707.0	5344803.5	1212	787	425
4485864.0	5343176.0	796	514	282
4493354.0	5352510.5	3747	2482	1265
4487083.0	5345227.5	590	381	209
4488588.0	5348786.0	1082	678	404
