x	y	total	home	work
4511935.0	5347670.0	1074	704	370
4491178.5	5342258.5	699	459	240
4504581.0	5341783.5	107	49	58
4496678.5	5369763.0	496	307	189
4503278.5	5350340.5	437	287	150
4484340.5	5357249.0	21884	14569	7315
4481427.0	5362646.0	1983	1288	695
4498550.0	5353614.5	811	539	272
4485942.0	5337060.0	1036	671	365
4493682.5	5351729.0	6507	4284	2223
4499590.5	5359250.5	680	391	289
4488325.5	5355454.0	2146	1426	720
4467859.0	5331594.0	27086	18046	9040
4509783.0	5356190.0	230	91	139
4511233.5	5348363.0	208	115	93
4489838.5	5339512.0	2583	1697	886
4505875.0	5356669.0	40	15	25
4499477.0	5362687.5	882	515	367
4497776.0	5346844.0	740	490	250
4510174.0	5342884.0	107	46	61
4475709.0	5343146.5	1771	1176	595
4497936.0	5365234.5	426	251	175
4503791.5	5346582.5	361	241	120
4495707.0	5344803.5	1225	800	425
4485864.0	5343176.0	894	589	305
4493354.0	5352510.5	3747	2482	1265
4487083.0	5345227.5	626	411	215
4488588.0	5348786.0	1199	789	410
