x	y	total	home	work
4511935.0	5347670.0	1310	865	445
4504581.0	5341783.5	816	516	300
4491178.5	5342258.5	781	516	265
4496678.5	5369763.0	428	284	144
4503278.5	5350340.5	499	324	175
4484340.5	5357249.0	22105	14725	7380
4481427.0	5362646.0	2091	1391	700
4498550.0	5353614.5	866	576	290
4485942.0	5337060.0	1094	704	390
4493682.5	5351729.0	7835	5195	2640
4499590.5	5359250.5	693	463	230
4488325.5	5355454.0	2210	1469	741
4467859.0	5331594.0	27400	18255	9145
4509783.0	5356190.0	812	539	273
4511233.5	5348363.0	814	529	285
4489838.5	5339512.0	2720	1807	913
4505875.0	5356669.0	327	215	112
4499477.0	5362687.5	763	507	256
4497776.0	5346844.0	809	534	275
4510174.0	5342884.0	461	304	157
4475709.0	5343146.5	1845	1225	620
4503791.5	5346582.5	448	299	149
4497936.0	5365234.5	405	268	137
4495707.0	5344803.5	1258	808	450
4485864.0	5343176.0	1004	661	343
4493354.0	5352510.5	3751	2486	1265
4487083.0	5345227.5	722	478	244
4488588.0	5348786.0	1274	840	434
