x	y	total	home	work
4511935.0	5347670.0	1603	1074	529
4504581.0	5341783.5	1040	680	360
4491178.5	5342258.5	787	522	265
4496678.5	5369763.0	377	257	120
4503278.5	5350340.5	512	330	182
4484340.5	5357249.0	22112	14732	7380
4481427.0	5362646.0	2127	1412	715
4498550.0	5353614.5	1000	663	337
4485942.0	5337060.0	1109	719	390
4493682.5	5351729.0	7655	5019	2636
4499590.5	5359250.5	620	402	218
4488325.5	5355454.0	2220	1472	748
4467859.0	5331594.0	27420	18275	9145
4509783.0	5356190.0	1124	752	372
4511233.5	5348363.0	975	627	348
4489838.5	5339512.0	2735	1820	915
4505875.0	5356669.0	407	269	138
4499477.0	5362687.5	679	408	271
4497776.0	5346844.0	815	540	275
4510174.0	5342884.0	808	541	267
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	516	346	170
4497936.0	5365234.5	381	246	135
4495707.0	5344803.5	1332	882	450
4485864.0	5343176.0	1037	688	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	738	488	250
4488588.0	5348786.0	1278	843	435
