x	y	total	home	work
4511935.0	5347670.0	1070	700	370
4491178.5	5342258.5	701	461	240
4504581.0	5341783.5	109	50	59
4496678.5	5369763.0	478	296	182
4503278.5	5350340.5	436	286	150
4484340.5	5357249.0	21883	14568	7315
4481427.0	5362646.0	1985	1291	694
4498550.0	5353614.5	809	536	273
4485942.0	5337060.0	1037	672	365
4493682.5	5351729.0	6505	4282	2223
4499590.5	5359250.5	680	391	289
4488325.5	5355454.0	2143	1423	720
4467859.0	5331594.0	27079	18040	9039
4509783.0	5356190.0	243	91	152
4511233.5	5348363.0	209	123	86
4489838.5	5339512.0	2579	1692	887
4505875.0	5356669.0	34	16	18
4499477.0	5362687.5	855	494	361
4497776.0	5346844.0	740	490	250
4510174.0	5342884.0	110	46	64
4475709.0	5343146.5	1767	1172	595
4497936.0	5365234.5	408	238	170
4503791.5	5346582.5	362	242	120
4495707.0	5344803.5	1218	793	425
4485864.0	5343176.0	888	586	302
4493354.0	5352510.5	3745	2480	1265
4487083.0	5345227.5	620	406	214
4488588.0	5348786.0	1196	786	410
