x	y	total	home	work
4511935.0	5347670.0	1091	678	413
4504581.0	5341783.5	391	251	140
4491178.5	5342258.5	697	439	258
4496678.5	5369763.0	272	168	104
4503278.5	5350340.5	363	201	162
4484340.5	5357249.0	21778	14406	7372
4481427.0	5362646.0	1898	1206	692
4498550.0	5353614.5	593	322	271
4485942.0	5337060.0	1073	684	389
4493682.5	5351729.0	6595	4110	2485
4499590.5	5359250.5	581	370	211
4488325.5	5355454.0	1606	969	637
4467859.0	5331594.0	27159	18021	9138
4509783.0	5356190.0	738	484	254
4511233.5	5348363.0	680	408	272
4489838.5	5339512.0	2428	1564	864
4505875.0	5356669.0	210	139	71
4499477.0	5362687.5	313	190	123
4497776.0	5346844.0	706	436	270
4510174.0	5342884.0	375	236	139
4475709.0	5343146.5	1795	1176	619
4503791.5	5346582.5	215	113	102
4497936.0	5365234.5	188	107	81
4495707.0	5344803.5	1197	751	446
4485864.0	5343176.0	678	430	248
4493354.0	5352510.5	2501	1345	1156
4487083.0	5345227.5	575	363	212
4488588.0	5348786.0	1030	658	372
