x	y	total	home	work
4511935.0	5347670.0	1692	1137	555
4504581.0	5341783.5	1092	724	368
4491178.5	5342258.5	784	519	265
4496678.5	5369763.0	382	267	115
4503278.5	5350340.5	525	337	188
4484340.5	5357249.0	22110	14730	7380
4481427.0	5362646.0	2132	1414	718
4498550.0	5353614.5	1006	667	339
4485942.0	5337060.0	1115	725	390
4493682.5	5351729.0	7627	4994	2633
4499590.5	5359250.5	602	388	214
4488325.5	5355454.0	2224	1474	750
4467859.0	5331594.0	27420	18275	9145
4509783.0	5356190.0	1430	941	489
4511233.5	5348363.0	1236	813	423
4489838.5	5339512.0	2736	1821	915
4505875.0	5356669.0	460	310	150
4499477.0	5362687.5	652	374	278
4497776.0	5346844.0	812	537	275
4510174.0	5342884.0	944	627	317
4475709.0	5343146.5	1845	1225	620
4503791.5	5346582.5	520	350	170
4497936.0	5365234.5	374	234	140
4495707.0	5344803.5	1328	878	450
4485864.0	5343176.0	1039	689	350
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	736	486	250
4488588.0	5348786.0	1279	844	435
