x	y	total	home	work
4511935.0	5347670.0	1333	888	445
4504581.0	5341783.5	872	545	327
4491178.5	5342258.5	785	520	265
4496678.5	5369763.0	426	286	140
4503278.5	5350340.5	517	337	180
4484340.5	5357249.0	22094	14715	7379
4481427.0	5362646.0	2124	1415	709
4498550.0	5353614.5	959	629	330
4485942.0	5337060.0	1099	709	390
4493682.5	5351729.0	7864	5224	2640
4499590.5	5359250.5	702	467	235
4488325.5	5355454.0	2222	1477	745
4467859.0	5331594.0	27416	18271	9145
4509783.0	5356190.0	918	617	301
4511233.5	5348363.0	823	538	285
4489838.5	5339512.0	2733	1818	915
4505875.0	5356669.0	345	225	120
4499477.0	5362687.5	803	536	267
4497776.0	5346844.0	818	543	275
4510174.0	5342884.0	478	322	156
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	506	342	164
4497936.0	5365234.5	417	279	138
4495707.0	5344803.5	1265	815	450
4485864.0	5343176.0	1029	680	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	743	493	250
4488588.0	5348786.0	1286	851	435
