x	y	total	home	work
4511935.0	5347670.0	1091	680	411
4504581.0	5341783.5	404	255	149
4491178.5	5342258.5	697	439	258
4496678.5	5369763.0	281	174	107
4503278.5	5350340.5	369	204	165
4484340.5	5357249.0	21809	14434	7375
4481427.0	5362646.0	1905	1211	694
4498550.0	5353614.5	662	389	273
4485942.0	5337060.0	1073	684	389
4493682.5	5351729.0	6723	4189	2534
4499590.5	5359250.5	604	389	215
4488325.5	5355454.0	1623	988	635
4467859.0	5331594.0	27157	18021	9136
4509783.0	5356190.0	743	490	253
4511233.5	5348363.0	690	416	274
4489838.5	5339512.0	2427	1563	864
4505875.0	5356669.0	215	146	69
4499477.0	5362687.5	416	276	140
4497776.0	5346844.0	707	438	269
4510174.0	5342884.0	383	241	142
4475709.0	5343146.5	1795	1176	619
4503791.5	5346582.5	217	116	101
4497936.0	5365234.5	226	134	92
4495707.0	5344803.5	1197	754	443
4485864.0	5343176.0	681	430	251
4493354.0	5352510.5	2532	1375	1157
4487083.0	5345227.5	577	365	212
4488588.0	5348786.0	1033	662	371
