x	y	total	home	work
4511935.0	5347670.0	1365	920	445
4504581.0	5341783.5	947	612	335
4491178.5	5342258.5	780	515	265
4496678.5	5369763.0	389	270	119
4503278.5	5350340.5	515	333	182
4484340.5	5357249.0	22106	14726	7380
4481427.0	5362646.0	2124	1411	713
4498550.0	5353614.5	994	660	334
4485942.0	5337060.0	1105	715	390
4493682.5	5351729.0	7663	5028	2635
4499590.5	5359250.5	617	403	214
4488325.5	5355454.0	2223	1477	746
4467859.0	5331594.0	27422	18277	9145
4509783.0	5356190.0	1011	667	344
4511233.5	5348363.0	882	552	330
4489838.5	5339512.0	2734	1819	915
4505875.0	5356669.0	362	244	118
4499477.0	5362687.5	726	454	272
4497776.0	5346844.0	814	539	275
4510174.0	5342884.0	489	326	163
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	510	340	170
4497936.0	5365234.5	393	258	135
4495707.0	5344803.5	1321	871	450
4485864.0	5343176.0	1038	688	350
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	735	485	250
4488588.0	5348786.0	1276	841	435
