x	y	total	home	work
4511935.0	5347670.0	1040	673	367
4491178.5	5342258.5	653	420	233
4504581.0	5341783.5	108	49	59
4496678.5	5369763.0	253	172	81
4503278.5	5350340.5	402	258	144
4484340.5	5357249.0	21829	14516	7313
4481427.0	5362646.0	1945	1272	673
4498550.0	5353614.5	734	482	252
4485942.0	5337060.0	1013	651	362
4493682.5	5351729.0	5989	3880	2109
4499590.5	5359250.5	603	406	197
4488325.5	5355454.0	1773	1135	638
4467859.0	5331594.0	27015	17979	9036
4509783.0	5356190.0	216	90	126
4511233.5	5348363.0	186	101	85
4489838.5	5339512.0	2400	1553	847
4505875.0	5356669.0	32	12	20
4499477.0	5362687.5	537	389	148
4497776.0	5346844.0	662	417	245
4510174.0	5342884.0	113	46	67
4475709.0	5343146.5	1747	1152	595
4503791.5	5346582.5	218	118	100
4497936.0	5365234.5	275	189	86
4495707.0	5344803.5	1197	776	421
4485864.0	5343176.0	618	382	236
4493354.0	5352510.5	3411	2244	1167
4487083.0	5345227.5	504	304	200
4488588.0	5348786.0	825	457	368
