Iteration	pt_travel	pt_wait	stageActivity_travel	stageActivity_wait	walk_travel	walk_wait
90	28722.80638888889	20214.724444444444	0.0	0.0	29454.81527777778	0.0
91	28810.06	20363.123055555556	0.0	0.0	29185.64222222222	0.0
92	28787.960555555557	20214.043333333335	0.0	0.0	28740.93472222222	0.0
93	28742.069444444445	20836.80361111111	0.0	0.0	28468.15777777778	0.0
94	28775.131388888887	20517.858055555556	0.0	0.0	28378.943333333333	0.0
95	28859.682777777776	20465.01388888889	0.0	0.0	28138.090277777777	0.0
96	28753.356944444444	20130.819444444445	0.0	0.0	27641.83916666667	0.0
97	28925.69361111111	20093.583055555555	0.0	0.0	27729.17722222222	0.0
98	28818.793333333335	20289.229166666668	0.0	0.0	27363.411111111112	0.0
99	28864.92388888889	19841.72527777778	0.0	0.0	27173.42777777778	0.0
100	28690.839444444446	19784.01027777778	0.0	0.0	26814.963333333333	0.0
101	28903.939166666667	20439.195	0.0	0.0	26459.709444444445	0.0
102	28857.694166666668	20480.258055555554	0.0	0.0	26579.615833333333	0.0
103	28938.766944444444	20314.468055555557	0.0	0.0	26356.85388888889	0.0
104	28914.7375	20429.4925	0.0	0.0	25648.422222222223	0.0
105	28901.977777777778	20524.71111111111	0.0	0.0	26041.641111111112	0.0
106	28974.948333333334	20807.209444444445	0.0	0.0	25230.382222222222	0.0
107	28959.978055555555	20105.08	0.0	0.0	25804.781944444443	0.0
108	28857.04388888889	20654.4525	0.0	0.0	25709.87222222222	0.0
109	28983.6525	20154.464722222223	0.0	0.0	25767.86888888889	0.0
110	28894.623055555556	20564.21138888889	0.0	0.0	25442.343055555557	0.0
111	28980.16083333333	20392.726944444443	0.0	0.0	25000.94861111111	0.0
112	28865.855833333335	20437.25361111111	0.0	0.0	25340.07138888889	0.0
113	29084.09222222222	20368.557777777776	0.0	0.0	23992.95388888889	0.0
114	29029.049722222222	20196.649166666666	0.0	0.0	24520.229166666668	0.0
115	28952.634166666667	20448.640833333335	0.0	0.0	24174.59138888889	0.0
116	29010.775	20478.599166666667	0.0	0.0	24144.196944444444	0.0
117	29038.768055555556	20121.12111111111	0.0	0.0	24214.595	0.0
118	29083.77388888889	20156.51777777778	0.0	0.0	24137.68222222222	0.0
119	29048.421666666665	19744.91972222222	0.0	0.0	24043.38611111111	0.0
120	29179.5175	20021.254166666666	0.0	0.0	24080.22527777778	0.0
121	29089.09527777778	19564.369166666667	0.0	0.0	23917.116388888888	0.0
122	29070.452777777777	19736.98361111111	0.0	0.0	23830.245833333334	0.0
123	29172.440555555557	19646.545	0.0	0.0	23726.433333333334	0.0
124	29166.825	19513.706666666665	0.0	0.0	23742.390555555554	0.0
125	29198.86472222222	19274.521666666667	0.0	0.0	22765.98	0.0
126	29420.94361111111	19535.577777777777	0.0	0.0	22825.756666666668	0.0
127	29414.11527777778	19113.945555555554	0.0	0.0	22325.859722222223	0.0
128	29458.54	19405.81	0.0	0.0	22279.242222222223	0.0
129	29532.35138888889	18993.991388888888	0.0	0.0	22151.081388888888	0.0
130	29354.010555555556	18870.430833333332	0.0	0.0	20783.05138888889	0.0
131	29583.569722222222	19156.479444444445	0.0	0.0	20450.7675	0.0
132	29588.28111111111	19168.347777777777	0.0	0.0	20503.834166666667	0.0
133	29771.113055555557	19236.72527777778	0.0	0.0	20595.37111111111	0.0
134	30116.148333333334	19401.113055555557	0.0	0.0	20811.721666666668	0.0
135	30122.453055555554	19175.94361111111	0.0	0.0	21286.54472222222	0.0
136	30329.39888888889	18881.863333333335	0.0	0.0	20755.36472222222	0.0
137	30336.6625	19057.805277777778	0.0	0.0	20642.856666666667	0.0
138	30429.97388888889	18968.01	0.0	0.0	20221.825277777778	0.0
139	30556.224166666667	18569.84	0.0	0.0	20294.631388888887	0.0
140	30633.77472222222	18464.803055555556	0.0	0.0	20152.599444444444	0.0
141	30735.6	18733.446666666667	0.0	0.0	19688.223611111112	0.0
142	30652.203055555554	18533.914166666666	0.0	0.0	19492.659722222223	0.0
143	30765.090555555555	18751.43361111111	0.0	0.0	19211.558333333334	0.0
144	30719.63888888889	17881.80888888889	0.0	0.0	19392.9225	0.0
145	30848.375277777777	18222.271666666667	0.0	0.0	18973.089444444446	0.0
146	30718.4675	17728.33388888889	0.0	0.0	18940.579166666666	0.0
147	30750.159722222223	17979.6225	0.0	0.0	18796.754722222224	0.0
148	30755.519722222223	17477.676666666666	0.0	0.0	18622.803055555556	0.0
149	30791.17111111111	17604.108055555556	0.0	0.0	18339.507777777777	0.0
150	30766.279444444444	17161.706388888888	0.0	0.0	18373.724166666667	0.0
151	30751.680833333332	17331.885555555556	0.0	0.0	18073.13388888889	0.0
152	30652.698333333334	17066.45	0.0	0.0	18083.551944444444	0.0
153	30230.67027777778	17163.150555555556	0.0	0.0	14990.194444444445	0.0
154	30242.203333333335	17785.02138888889	0.0	0.0	15215.351111111111	0.0
155	30306.694166666668	17753.271666666667	0.0	0.0	15382.161666666667	0.0
156	30362.945555555554	18004.7775	0.0	0.0	15433.725833333334	0.0
157	30354.883611111112	18285.224166666667	0.0	0.0	15433.57888888889	0.0
158	30419.499722222223	18694.373888888887	0.0	0.0	15837.529444444444	0.0
159	30315.261944444443	18663.22027777778	0.0	0.0	16486.443055555555	0.0
160	30477.834444444445	18513.54138888889	0.0	0.0	16181.984444444444	0.0
161	30483.584166666667	18462.396944444445	0.0	0.0	16631.31777777778	0.0
162	30523.514722222222	18462.439444444444	0.0	0.0	16434.694722222222	0.0
163	30512.03138888889	18456.754166666666	0.0	0.0	15934.000277777777	0.0
164	30577.3825	18335.477222222224	0.0	0.0	15779.197222222223	0.0
165	30577.269166666665	18271.567222222224	0.0	0.0	15747.263888888889	0.0
166	30526.50888888889	18739.969444444443	0.0	0.0	15377.5625	0.0
167	30617.47527777778	18507.500277777777	0.0	0.0	14947.815	0.0
168	30225.28	17578.722777777777	0.0	0.0	13597.55	0.0
169	30221.0125	17826.658333333333	0.0	0.0	13707.207777777778	0.0
170	30147.051944444444	17984.531944444443	0.0	0.0	14060.046666666667	0.0
171	30281.674166666668	18183.400555555556	0.0	0.0	14625.841388888888	0.0
172	30392.331944444446	18047.748888888887	0.0	0.0	15486.336111111112	0.0
173	30242.153333333332	18199.766944444444	0.0	0.0	15526.699444444444	0.0
174	30302.46361111111	18024.554166666665	0.0	0.0	15729.481666666667	0.0
175	30295.953333333335	18044.231111111112	0.0	0.0	15983.185833333333	0.0
176	30398.911666666667	18141.371666666666	0.0	0.0	16067.392777777777	0.0
177	30390.495	17870.739166666666	0.0	0.0	16089.68	0.0
178	30489.0525	18009.56333333333	0.0	0.0	16082.778055555556	0.0
179	30401.52111111111	17799.362222222222	0.0	0.0	14645.184444444445	0.0
180	30516.76	17962.96888888889	0.0	0.0	14741.526666666667	0.0
181	30465.617777777778	18288.89361111111	0.0	0.0	14357.869166666667	0.0
182	30570.215555555555	17896.771944444445	0.0	0.0	14444.245277777778	0.0
183	30602.0375	17796.910277777777	0.0	0.0	14133.356944444444	0.0
184	30542.91888888889	17759.290277777778	0.0	0.0	13687.656111111111	0.0
185	30653.57277777778	17812.07277777778	0.0	0.0	14250.473055555556	0.0
186	30528.045833333334	17561.799444444445	0.0	0.0	14244.216666666667	0.0
187	30386.404166666667	17390.73888888889	0.0	0.0	13850.388888888889	0.0
188	30307.72027777778	18055.1475	0.0	0.0	10805.9425	0.0
189	30335.465277777777	18291.104166666668	0.0	0.0	10435.480555555556	0.0
190	30350.931111111113	18580.006666666668	0.0	0.0	10180.603333333333	0.0
191	30339.06861111111	19303.389444444445	0.0	0.0	9980.020555555555	0.0
192	30372.649166666666	19436.72527777778	0.0	0.0	10231.51888888889	0.0
193	30379.645555555555	19498.031944444443	0.0	0.0	9809.986388888889	0.0
194	30480.687777777777	19439.89361111111	0.0	0.0	9685.316666666668	0.0
195	30665.558333333334	19570.730833333335	0.0	0.0	9084.395277777778	0.0
196	30813.91	19635.76027777778	0.0	0.0	8664.593333333334	0.0
197	30740.85	19853.398333333334	0.0	0.0	8446.224166666667	0.0
198	30754.34361111111	19900.951666666668	0.0	0.0	7804.811944444445	0.0
199	31051.47388888889	19443.638055555555	0.0	0.0	7810.774444444444	0.0
200	31216.228055555555	19515.820277777777	0.0	0.0	7046.136388888889	0.0
201	31315.6025	19360.509166666667	0.0	0.0	6182.321666666667	0.0
202	31508.010833333334	19671.68361111111	0.0	0.0	5507.6325	0.0
203	31540.03	18904.23361111111	0.0	0.0	4782.054722222222	0.0
204	31503.323888888888	19470.24	0.0	0.0	4179.1525	0.0
205	31700.51861111111	18858.7	0.0	0.0	3703.927777777778	0.0
206	31746.301944444444	18984.91638888889	0.0	0.0	3413.2680555555557	0.0
207	31753.3325	18940.53	0.0	0.0	3016.485277777778	0.0
208	31809.45527777778	19162.05277777778	0.0	0.0	2759.617222222222	0.0
209	31789.362222222222	19203.26722222222	0.0	0.0	2566.295833333333	0.0
210	31720.93388888889	19664.956388888888	0.0	0.0	2339.1775	0.0
211	31766.53111111111	18994.58861111111	0.0	0.0	2176.6125	0.0
212	31814.015555555554	19404.631666666668	0.0	0.0	2032.7330555555557	0.0
213	31786.256944444445	19260.919444444444	0.0	0.0	1903.7402777777777	0.0
214	31756.918055555554	19477.870277777776	0.0	0.0	1695.1747222222223	0.0
215	31754.71888888889	18917.505833333333	0.0	0.0	1520.49	0.0
216	31834.85722222222	19807.74611111111	0.0	0.0	1471.9869444444444	0.0
217	31869.271666666667	19303.774166666666	0.0	0.0	1411.6538888888888	0.0
218	31709.6275	19442.648055555557	0.0	0.0	1359.8797222222222	0.0
219	31738.591666666667	19228.83027777778	0.0	0.0	1329.6122222222223	0.0
220	31709.99388888889	20095.286111111112	0.0	0.0	1250.1919444444445	0.0
221	31703.434444444443	19052.4175	0.0	0.0	1279.026111111111	0.0
222	31667.12	19573.721944444445	0.0	0.0	1323.3275	0.0
223	31660.41611111111	19002.49388888889	0.0	0.0	1213.1847222222223	0.0
224	31640.266111111112	19438.065833333334	0.0	0.0	1223.6008333333334	0.0
225	31838.381388888887	19491.443333333333	0.0	0.0	1301.3130555555556	0.0
226	31709.068333333333	19304.7225	0.0	0.0	1211.2527777777777	0.0
227	31885.181666666667	19529.5625	0.0	0.0	1248.6886111111112	0.0
228	31805.63861111111	19006.609166666665	0.0	0.0	1272.4016666666666	0.0
229	31877.164166666666	19001.093055555557	0.0	0.0	1232.7591666666667	0.0
230	31967.72888888889	19876.597777777777	0.0	0.0	1121.723611111111	0.0
231	31887.207777777778	19162.41222222222	0.0	0.0	1178.1080555555557	0.0
232	31906.909444444445	18838.633055555554	0.0	0.0	1183.2772222222222	0.0
233	31968.306111111113	19938.25277777778	0.0	0.0	1144.1394444444445	0.0
234	31975.396666666667	19260.286111111112	0.0	0.0	1180.286111111111	0.0
235	31940.095833333333	19214.661666666667	0.0	0.0	1194.6147222222223	0.0
236	32088.180277777778	19935.32138888889	0.0	0.0	1157.8347222222221	0.0
237	32103.736944444445	19304.53861111111	0.0	0.0	1187.9658333333334	0.0
238	32184.397777777776	19749.37138888889	0.0	0.0	1134.2666666666667	0.0
239	32220.563611111113	20215.541666666668	0.0	0.0	1154.3316666666667	0.0
240	32106.49722222222	19624.895833333332	0.0	0.0	1059.546111111111	0.0
241	32149.935833333333	19102.062222222223	0.0	0.0	1127.4152777777779	0.0
242	32297.01638888889	19659.278055555555	0.0	0.0	1075.6158333333333	0.0
243	32245.946666666667	19363.3275	0.0	0.0	1081.5558333333333	0.0
244	32176.558055555557	20241.894444444446	0.0	0.0	1104.7033333333334	0.0
245	32259.116944444446	20075.239444444444	0.0	0.0	1093.6072222222222	0.0
246	32266.921666666665	19763.441944444443	0.0	0.0	1109.0444444444445	0.0
247	32328.64972222222	20289.7675	0.0	0.0	1076.9286111111112	0.0
248	32380.45	19752.56333333333	0.0	0.0	1071.8819444444443	0.0
249	32274.800555555557	19544.91361111111	0.0	0.0	1115.4947222222222	0.0
250	32272.059166666666	19559.651388888888	0.0	0.0	1005.8725	0.0
251	32394.262222222223	20500.984444444446	0.0	0.0	957.8833333333333	0.0
252	32466.289722222224	20621.994444444445	0.0	0.0	978.2308333333333	0.0
253	32607.792222222222	19777.915555555555	0.0	0.0	934.7808333333334	0.0
254	32508.089444444446	19774.615555555556	0.0	0.0	919.5683333333334	0.0
255	32492.687222222223	20224.785277777777	0.0	0.0	904.6436111111111	0.0
256	32627.45472222222	20608.5175	0.0	0.0	891.6863888888889	0.0
257	32515.425	19656.930833333332	0.0	0.0	940.9716666666667	0.0
258	32589.6425	20770.90111111111	0.0	0.0	951.7475	0.0
259	32620.615	20322.7875	0.0	0.0	946.9586111111112	0.0
260	32762.699166666665	20207.210833333334	0.0	0.0	938.22	0.0
261	32689.539444444443	20829.19722222222	0.0	0.0	963.2108333333333	0.0
262	32728.164166666666	19592.568055555555	0.0	0.0	915.195	0.0
263	32757.21	20685.233888888888	0.0	0.0	953.3063888888889	0.0
264	32881.32305555556	20881.768888888888	0.0	0.0	890.89	0.0
265	32812.70583333333	20420.463055555556	0.0	0.0	846.2644444444444	0.0
266	32923.80944444444	20709.61472222222	0.0	0.0	954.8705555555556	0.0
267	32900.99972222222	19879.335277777776	0.0	0.0	885.05	0.0
268	32863.79861111111	19967.608055555556	0.0	0.0	915.3788888888889	0.0
269	32897.3	20815.48611111111	0.0	0.0	919.1694444444445	0.0
270	32923.14472222222	20560.83777777778	0.0	0.0	900.5519444444444	0.0
271	32920.479166666664	20188.453333333335	0.0	0.0	872.3086111111111	0.0
272	32975.91722222222	20944.56027777778	0.0	0.0	916.2494444444444	0.0
273	32823.258888888886	20224.91972222222	0.0	0.0	907.4908333333333	0.0
274	32839.365	20530.88027777778	0.0	0.0	904.8427777777778	0.0
275	32785.05694444444	20298.35138888889	0.0	0.0	837.7888888888889	0.0
276	32804.493055555555	20191.54388888889	0.0	0.0	867.1619444444444	0.0
277	32694.529444444444	20771.745277777776	0.0	0.0	897.9930555555555	0.0
278	32774.23583333333	20326.81638888889	0.0	0.0	969.2472222222223	0.0
279	32876.35	20633.5975	0.0	0.0	907.5877777777778	0.0
280	32685.641111111112	20151.29111111111	0.0	0.0	934.0177777777777	0.0
281	32765.04138888889	20090.172222222223	0.0	0.0	970.2808333333334	0.0
282	32767.077222222222	20295.687777777777	0.0	0.0	945.68	0.0
283	32813.7175	20460.3925	0.0	0.0	977.5308333333334	0.0
284	32950.561944444446	20388.966111111113	0.0	0.0	964.5752777777777	0.0
285	32885.69138888889	20809.225833333334	0.0	0.0	956.2275	0.0
286	32987.83555555555	20738.10027777778	0.0	0.0	940.6791666666667	0.0
287	32913.578888888886	20663.84972222222	0.0	0.0	956.4458333333333	0.0
288	32944.70222222222	20539.726666666666	0.0	0.0	949.805	0.0
289	33020.97083333333	20296.868611111113	0.0	0.0	929.9597222222222	0.0
290	32839.22583333333	20115.24111111111	0.0	0.0	905.7227777777778	0.0
291	33080.60166666667	20927.345555555556	0.0	0.0	975.0386111111111	0.0
292	32970.08972222222	20351.859444444446	0.0	0.0	948.8180555555556	0.0
293	33003.875	20717.66083333333	0.0	0.0	955.5652777777777	0.0
294	33009.54833333333	21040.51361111111	0.0	0.0	950.5411111111111	0.0
295	33133.064722222225	20432.3225	0.0	0.0	979.2369444444445	0.0
296	33017.269166666665	20788.20111111111	0.0	0.0	991.6402777777778	0.0
297	33087.44305555556	20732.959722222222	0.0	0.0	920.3858333333334	0.0
298	33097.697222222225	20653.611944444445	0.0	0.0	939.5944444444444	0.0
299	33154.38805555556	20671.556666666667	0.0	0.0	940.6125	0.0
300	33122.27222222222	20304.12222222222	0.0	0.0	972.1286111111111	0.0
301	33044.0725	21391.674444444445	0.0	0.0	978.1444444444444	0.0
302	33169.27888888889	20222.574722222223	0.0	0.0	986.8530555555556	0.0
303	33002.91916666667	20426.186388888887	0.0	0.0	973.3519444444445	0.0
304	33028.21833333333	20367.489166666666	0.0	0.0	974.0805555555555	0.0
305	32935.9675	20760.15166666667	0.0	0.0	962.0805555555555	0.0
306	32978.20138888889	20174.008611111112	0.0	0.0	968.795	0.0
307	32908.4525	20535.9175	0.0	0.0	992.0394444444445	0.0
308	32905.34222222222	19924.707222222223	0.0	0.0	994.5127777777777	0.0
309	32916.538611111115	20427.711944444443	0.0	0.0	964.1477777777778	0.0
310	33060.950277777774	20272.547222222223	0.0	0.0	999.4358333333333	0.0
311	33046.299166666664	20501.93	0.0	0.0	945.9583333333334	0.0
312	32883.97361111111	19727.789444444443	0.0	0.0	991.2452777777778	0.0
313	32897.234444444446	20801.516111111112	0.0	0.0	976.6622222222222	0.0
314	32980.52	19917.02	0.0	0.0	992.4736111111112	0.0
315	32920.46333333333	20500.88388888889	0.0	0.0	971.83	0.0
316	32975.56277777778	20238.023333333334	0.0	0.0	966.1205555555556	0.0
317	32912.825277777774	20498.971944444445	0.0	0.0	963.1108333333333	0.0
318	32966.30527777778	20376.85388888889	0.0	0.0	985.8166666666667	0.0
319	33128.48111111111	20654.971666666668	0.0	0.0	1010.0986111111112	0.0
320	32979.41166666667	20217.943888888887	0.0	0.0	980.8813888888889	0.0
321	32992.011666666665	20550.29138888889	0.0	0.0	978.4377777777778	0.0
322	32976.29361111111	20453.78	0.0	0.0	948.0936111111112	0.0
323	32964.69111111111	20371.782222222224	0.0	0.0	968.8391666666666	0.0
324	33026.90138888889	20108.965277777777	0.0	0.0	945.2319444444445	0.0
325	32805.15027777778	20577.975833333334	0.0	0.0	960.8469444444445	0.0
326	32943.235	20133.346388888887	0.0	0.0	958.9669444444445	0.0
327	32881.50083333333	20850.87111111111	0.0	0.0	946.8683333333333	0.0
328	32830.90972222222	20091.854444444445	0.0	0.0	1021.4716666666667	0.0
329	32938.453888888886	21101.554166666665	0.0	0.0	993.5233333333333	0.0
330	32903.37305555555	20182.31111111111	0.0	0.0	968.9044444444445	0.0
331	32930.165555555555	20328.195833333335	0.0	0.0	1061.2611111111112	0.0
332	32955.32611111111	20220.299444444445	0.0	0.0	1036.7258333333334	0.0
333	32850.55388888889	20240.718333333334	0.0	0.0	946.9997222222222	0.0
334	32915.91527777778	19998.23138888889	0.0	0.0	967.4441666666667	0.0
335	32878.431666666664	20698.62638888889	0.0	0.0	995.5969444444445	0.0
336	32955.2425	20012.08861111111	0.0	0.0	989.0477777777778	0.0
337	32925.221666666665	20705.884166666667	0.0	0.0	1017.1655555555556	0.0
338	32962.13	20087.793333333335	0.0	0.0	953.4158333333334	0.0
339	32866.17638888889	20371.49027777778	0.0	0.0	953.4319444444444	0.0
340	32827.41777777778	19964.653055555555	0.0	0.0	1000.4136111111111	0.0
341	32852.29027777778	20987.050277777777	0.0	0.0	979.2016666666667	0.0
342	32854.34305555555	20123.88611111111	0.0	0.0	964.5988888888888	0.0
343	32939.830555555556	20673.940555555557	0.0	0.0	968.2663888888889	0.0
344	32974.98972222222	20712.845833333333	0.0	0.0	979.6780555555556	0.0
345	33000.60138888889	20336.728333333333	0.0	0.0	973.9997222222222	0.0
346	33000.61888888889	20260.887222222223	0.0	0.0	1008.7969444444444	0.0
347	32953.752222222225	20522.226666666666	0.0	0.0	979.9488888888889	0.0
348	32991.5475	20336.386944444443	0.0	0.0	1028.0752777777777	0.0
349	32872.39944444445	20442.443888888887	0.0	0.0	998.1158333333333	0.0
350	32911.46333333333	20616.978055555555	0.0	0.0	928.0977777777778	0.0
351	32792.95861111111	19979.393055555556	0.0	0.0	1129.055	0.0
352	32727.483888888888	20355.355277777777	0.0	0.0	1129.003888888889	0.0
353	32765.724166666667	19878.96861111111	0.0	0.0	1129.0044444444445	0.0
354	32757.36472222222	19817.315555555557	0.0	0.0	1129.0527777777777	0.0
355	32726.9375	20082.686388888887	0.0	0.0	1128.9722222222222	0.0
356	32782.13361111111	20061.25527777778	0.0	0.0	1129.0005555555556	0.0
357	32742.913333333334	19673.819722222222	0.0	0.0	1129.04	0.0
358	32709.297777777778	20150.608333333334	0.0	0.0	1128.9722222222222	0.0
359	32539.786111111112	20120.460833333334	0.0	0.0	1128.975	0.0
360	32696.27527777778	20279.847777777777	0.0	0.0	1128.9727777777778	0.0
361	32792.058333333334	19948.065555555557	0.0	0.0	1129.0394444444444	0.0
362	32754.894722222223	20263.873333333333	0.0	0.0	1129.0033333333333	0.0
363	32793.201944444445	19893.032222222224	0.0	0.0	1129.0166666666667	0.0
364	32806.815	20072.352777777778	0.0	0.0	1129.0088888888888	0.0
365	32762.401388888888	20098.22	0.0	0.0	1129.0205555555556	0.0
366	32836.72555555555	20149.125	0.0	0.0	1129.0327777777777	0.0
367	32835.723333333335	19770.798055555555	0.0	0.0	1129.0211111111112	0.0
368	32733.144166666665	20351.976944444443	0.0	0.0	1129.005	0.0
369	32740.139444444445	19836.443888888887	0.0	0.0	1129.0027777777777	0.0
370	32817.88722222222	19862.063611111113	0.0	0.0	1129.035	0.0
371	32916.583333333336	20176.5675	0.0	0.0	1128.9772222222223	0.0
372	32719.062222222223	19747.554444444446	0.0	0.0	1129.0005555555556	0.0
