# Iteration [ ]	Operators [ ]	Operators IB [ ]	Routes [ ]	Routes IB [ ]	Pax served [ ]	Pax served by IB [ ]	Veh [ ]	Veh of IB [ ]	Avg. budget per operator [$]	Avg. budget per IB operator [$]	Avg. cash flow per route [$]	Avg. cash flow per route of IB [$]	Share of IB operators [%]	Share of IB routes [%]	Share of pax served by IB [%]	Share of veh served by IB [%]	Estimated mean of IB operators [ ]	Estimated SD of IB operators [ ]	Estimated mean of IB routes [ ]	Estimated SD of IB routes [ ]	Estimated mean of pax served by IB [ ]	Estimated SD of pax served by IB [ ]	Estimated mean of IB veh [ ]	Estimated SD of IB veh [ ]	Exact mean of IB operators [ ]	Exact SD of IB operators [ ]	Exact mean of IB routes [ ]	Exact SD of IB routes [ ]	Exact mean of pax served by IB [ ]	Exact SD of pax served by IB [ ]	Exact mean of IB veh [ ]	Exact SD of IB veh [ ]
0	5	4	5	4	3864	3772	25	20	259.9735600000	444.6941527778	258.9735600000	443.6941527778	80.0000000000	80.0000000000	97.6190476190	80.0000000000	4.0000000000	NaN	4.0000000000	NaN	3772.0000000000	NaN	20.0000000000	NaN	4.0000000000	NaN	4.0000000000	NaN	3772.0000000000	NaN	20.0000000000	NaN	
1	5	4	5	4	3861	3772	25	21	504.2338044444	713.5813472222	244.2602444444	393.8871944444	80.0000000000	80.0000000000	97.6948976949	84.0000000000	4.0000000000	0.0000000000	4.0000000000	0.0000000000	3772.0000000000	0.0000000000	20.5000000000	0.7071067812	4.0000000000	0.0000000000	4.0000000000	0.0000000000	3772.0000000000	0.0000000000	20.5000000000	0.7071067812	
2	5	4	6	5	4047	3974	28	25	372.5912800000	485.0726722222	140.2978962963	217.1930600000	80.0000000000	83.3333333333	98.1961947121	89.2857142857	4.0000000000	0.0000000000	4.3333333333	0.5773502692	3839.3333333333	116.6247543763	22.0000000000	2.6457513111	4.0000000000	0.0000000000	4.3333333333	0.5773502692	3839.3333333333	116.6247543763	22.0000000000	2.6457513111	
3	5	4	5	4	4143	4084	29	27	381.7872666667	406.9921305555	109.1959866667	171.9194583333	80.0000000000	80.0000000000	98.5759111755	93.1034482759	4.0000000000	0.0000000000	4.2500000000	0.5000000000	3900.5000000000	155.0258043037	23.2500000000	3.3040379336	4.0000000000	0.0000000000	4.2500000000	0.5000000000	3900.5000000000	155.0258043037	23.2500000000	3.3040379336	
4	5	4	6	4	4330	4271	30	28	441.2428933333	516.2169888889	132.8796888889	234.2248583333	80.0000000000	66.6666666667	98.6374133949	93.3333333333	4.0000000000	0.0000000000	4.2000000000	0.4472135955	3974.6000000000	213.2575907207	24.2000000000	3.5637059362	4.0000000000	0.0000000000	4.2000000000	0.4472135955	3974.6000000000	213.2575907207	24.2000000000	3.5637059362	
5	5	4	5	4	4404	4376	32	31	176.2542822222	228.3206611111	59.0113888889	87.1036722222	80.0000000000	80.0000000000	99.3642143506	96.8750000000	4.0000000000	0.0000000000	4.1666666667	0.4082482905	4041.5000000000	251.4690835868	25.3333333333	4.2268979958	4.0000000000	0.0000000000	4.1666666667	0.4082482905	4041.5000000000	251.4690835868	25.3333333333	4.2268979958	
6	5	4	7	6	4395	4381	32	31	372.1527600000	369.7838194444	68.4989126984	94.3087722222	80.0000000000	85.7142857143	99.6814562002	96.8750000000	4.0000000000	0.0000000000	4.4285714286	0.7867957925	4090.0000000000	262.9885929085	26.1428571429	4.4131837120	4.0000000000	0.0000000000	4.4285714286	0.7867957925	4090.0000000000	262.9885929085	26.1428571429	4.4131837120	
7	5	4	5	4	4580	4566	33	32	366.6200511111	384.0849361111	94.4672911111	139.3011166667	80.0000000000	80.0000000000	99.6943231441	96.9696969697	4.0000000000	0.0000000000	4.3750000000	0.7440238091	4149.5000000000	295.9806943511	26.8750000000	4.5806269066	4.0000000000	0.0000000000	4.3750000000	0.7440238091	4149.5000000000	295.9806943511	26.8750000000	4.5806269066	
8	5	4	5	4	4614	4600	33	32	482.2818444444	549.8791805555	115.6617933333	165.7942444444	80.0000000000	80.0000000000	99.6965756394	96.9696969697	4.0000000000	0.0000000000	4.3333333333	0.7071067812	4199.5555555556	314.9667089992	27.4444444444	4.6127841677	4.0000000000	0.0000000000	4.3333333333	0.7071067812	4199.5555555556	314.9667089992	27.4444444444	4.6127841677	
9	5	5	6	6	5266	5266	36	36	365.3494466666	365.3494466666	152.5563351852	152.5563351852	100.0000000000	100.0000000000	100.0000000000	100.0000000000	4.1000000000	0.3162277660	4.5000000000	0.8498365856	4306.2000000000	449.3458949777	28.3000000000	5.1218486246	4.1000000000	0.3162277660	4.5000000000	0.8498365856	4306.2000000000	449.3458949777	28.3000000000	5.1218486246	
