ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	28.98379703410589	28.98379703410589	28.98379703410589	28.98379703410589
1	29.03536250266811	28.76374275462625	29.10187766601988	29.440012577413597
2	30.692207987909683	29.9580730252536	30.45767793831355	30.957282851373588
3	31.51708808915189	30.906078406137713	31.43336609423236	31.96065378232687
4	33.42409758135071	32.71182188052183	33.2216306766279	33.73143947273406
5	34.06074318925202	33.65303022295527	34.133550317912665	34.61407041287009
6	33.90367969860461	33.7071113897393	34.06190769012415	34.41670399050904
7	33.768858247360555	32.95389655343331	34.833563187966085	36.71322982249851
8	34.16737009145871	33.91321913531538	35.49406523669806	37.07491133808016
9	28.100745019973214	27.406713507190428	32.773428648128835	38.140143789067075
10	28.757883837439163	28.274224041759076	33.231408673253085	38.188593304746725
11	31.221924634672607	30.28015826761109	35.11453564947173	39.94891303133181
12	37.49023489602652	35.82908511775184	39.5112453408882	43.193405564024786
13	42.620980421015695	40.823703608773855	43.749589964615	46.675476320455985
14	44.875085461477546	43.391544434789466	45.78377024386543	48.175996052941564
15	45.48392890474052	44.26501150137227	47.02568054767759	49.786349593983076
16	48.03387246865231	46.73831697774063	48.981175820987694	51.224034664234445
17	50.12243587390399	48.30317470058918	50.74773615742779	53.19229761426707
18	51.513486634930096	50.42919665038164	52.15378534415673	53.87837403793186
19	53.01281854873404	51.45015431300082	53.89823317641074	56.346312039820184
20	51.381922688518294	50.452192543605214	53.36162084956	56.27104915551442
21	50.10445904778939	49.46936793974969	52.98802667871716	56.50668541768472
22	50.91849857299842	49.55046530236059	54.073714691733315	58.59696408110592
23	52.93196104849394	51.72531284535149	56.06792537285509	60.41053790035873
24	51.51798414180672	50.58116117391964	55.79124084602046	61.00132051812149
25	54.37193938897051	52.78666730591575	57.57044482445276	62.35422234298936
26	53.265102542249146	52.02807072306467	57.229258899202854	62.43044707534066
27	54.72945005170444	53.53132425411504	58.59178308486187	63.65224191560887
28	55.72458117065984	54.51573623148553	59.8581464399164	65.20055664834683
29	57.73468067456982	56.44475658628404	61.38291935653734	66.32108212679053
30	58.94270866559622	57.98056974415958	62.83257389713639	67.68457805011303
31	65.3813664140606	62.629330405021584	67.45327857548324	72.27722674594467
32	66.95952927988648	64.93892358968218	69.1892041722051	73.43948475472837
33	68.41428390685716	66.49921295878856	70.14477352457939	73.79033409037005
34	69.36188429871956	67.61907667542312	71.57789510387502	75.536713532326
35	71.73503271258164	70.55153600410456	73.50189510663824	76.45225420917012
36	71.98496956871554	71.20366073872262	73.80499573659866	76.40633073447341
37	73.17186483720832	72.23988961145353	74.772259933029	77.30463025460546
38	71.11425280772566	69.60192268345402	75.33188494670863	81.06184720996268
39	70.96473254517772	69.74745251249516	75.4315999807763	81.11574744905849
40	75.82936201051417	74.55620286096325	79.03148560665373	83.50676835234499
41	75.2058246519089	74.2225585746685	79.36101365237948	84.49946873009134
42	76.919191004074	75.80651154624877	80.59345489887339	85.38039825149858
43	76.20459664663836	75.26799820605234	79.7924892766548	84.31698034725753
44	75.81093656787958	75.05136065309101	79.27545452413197	83.49954839517287
45	76.37821314447501	75.41347773099555	80.03409525972494	84.65471278845351
