x	y	total	home	work
4511935.0	5347670.0	1310	865	445
4504581.0	5341783.5	828	529	299
4491178.5	5342258.5	774	509	265
4496678.5	5369763.0	426	284	142
4503278.5	5350340.5	492	317	175
4484340.5	5357249.0	22103	14723	7380
4481427.0	5362646.0	2086	1386	700
4498550.0	5353614.5	867	577	290
4485942.0	5337060.0	1095	705	390
4493682.5	5351729.0	7825	5185	2640
4499590.5	5359250.5	691	464	227
4488325.5	5355454.0	2203	1462	741
4467859.0	5331594.0	27396	18251	9145
4509783.0	5356190.0	812	539	273
4511233.5	5348363.0	810	526	284
4489838.5	5339512.0	2714	1802	912
4505875.0	5356669.0	325	215	110
4499477.0	5362687.5	760	505	255
4497776.0	5346844.0	808	533	275
4510174.0	5342884.0	460	302	158
4475709.0	5343146.5	1845	1225	620
4503791.5	5346582.5	445	294	151
4497936.0	5365234.5	402	267	135
4495707.0	5344803.5	1257	807	450
4485864.0	5343176.0	996	653	343
4493354.0	5352510.5	3751	2486	1265
4487083.0	5345227.5	715	474	241
4488588.0	5348786.0	1266	833	433
