Iteration	pt	walk
0	1312245.171	221999.74026002883
1	1312174.382	221997.37014745243
2	1314902.733	222507.4235472691
3	1317918.252	222958.42414695641
4	1320056.317	223735.67357663356
5	1322756.306	223902.23480928657
6	1335703.0	211162.86502977574
7	1350803.932	204258.52488274468
8	1360222.45	200370.99868302923
9	1366708.93	200119.40152388616
10	1377132.815	200667.32157925412
11	1379860.379	196690.7488611396
12	1383554.582	194480.9288735423
13	1385926.216	192930.8307281875
14	1388721.368	190057.95732632288
15	1391938.237	190989.8467767845
16	1394733.939	197318.3820542156
17	1396342.437	193785.76761776843
18	1406941.9	177358.01903917233
19	1411662.945	176504.6036913945
20	1417773.366	177405.29579459
21	1421504.986	175394.87276656646
22	1429453.519	174325.53306609055
23	1433392.971	176692.24061539097
24	1443041.709	176942.22285736736
25	1450900.259	176265.19137907994
26	1467624.152	173324.822261447
27	1473478.14	166444.4062568925
28	1482166.695	165301.20232909554
29	1495088.631	161247.6301720515
30	1499008.275	156767.95199279292
31	1505421.064	155716.9901479165
32	1506579.003	154792.12506889904
33	1519556.084	148158.33528935778
34	1521673.381	146159.6945004446
35	1531501.657	144260.91483931025
36	1538181.616	142296.63799350435
37	1541530.419	140425.47624600888
38	1547511.963	137717.28880527127
39	1550374.729	135921.39766068567
40	1556091.172	135801.5728590845
41	1562364.076	133456.57149279004
42	1569056.542	131624.98729420433
43	1575277.06	130294.60184950948
44	1575533.402	128067.80081715818
45	1577680.485	127056.86503412989
46	1580847.134	126652.43727359369
47	1587865.762	125858.48162616404
48	1588521.936	124412.93197657469
49	1596148.552	124994.71320622665
50	1598396.959	124848.44136987928
51	1602965.438	124484.67259105037
52	1607312.767	123365.34558329465
53	1603321.253	122372.99208398568
54	1613715.823	121040.52755927297
55	1610990.904	120367.97352328083
56	1617441.997	119560.723470574
57	1619771.175	119259.65755820074
58	1611590.869	118158.51443242958
59	1623305.139	117661.11129282392
60	1624755.933	117365.15274279828
61	1629176.306	117055.0413310695
62	1617818.295	116238.72524834274
63	1625426.697	115526.4768351602
64	1629864.665	115919.86395891744
65	1631955.187	115313.88904113165
66	1636579.36	114535.17523210886
67	1639135.746	114510.92007248268
68	1639145.449	113324.33195243364
69	1650877.144	112541.49188444961
70	1650194.304	111951.77709663419
71	1650091.443	111691.2393552126
72	1650566.017	109530.66461080124
73	1651733.425	110295.67338228956
74	1655096.365	109452.86708034667
75	1651977.072	110028.3988616852
76	1647121.358	109201.5860380772
77	1647073.729	109123.11060627985
78	1652430.051	108327.27829570918
79	1647866.183	108666.22137118274
80	1648776.172	108190.24264218242
81	1651465.49	108490.61649941435
82	1647829.278	107398.8694313955
83	1651444.362	107692.08065396576
84	1648811.461	107023.43052792524
85	1652193.974	107419.86019980602
86	1652467.717	107416.20817000027
87	1653786.472	107340.34938019265
88	1649490.125	101975.12039580989
89	1660026.113	102038.1247318551
90	1660765.69	102293.95373544274
91	1663014.259	101608.78323638467
92	1666963.715	101816.80996758596
93	1660263.903	101445.5205236763
94	1668816.303	101072.70611469584
95	1671880.495	99570.67204016206
96	1669067.6	100012.51216422948
97	1676350.963	98147.2004398796
98	1684100.602	97276.74756006456
99	1689891.652	96228.8836572678
100	1692851.556	95783.41403947653
101	1697984.407	94768.47494795814
102	1696423.289	94306.31292938086
103	1698774.338	93763.11347919404
104	1698945.18	93913.580127376
105	1698218.602	94066.67584865932
106	1698287.132	93614.27063141284
107	1696722.983	93640.3990668461
108	1697351.288	93309.86543489879
109	1675156.087	80881.1248413213
110	1678090.586	80913.93698544585
111	1690979.028	80382.32541430043
112	1689103.894	81106.91195524075
113	1690314.162	79570.87964659439
114	1688977.39	80605.85355365521
115	1692400.481	79067.69168882402
116	1673993.922	81879.24667557554
117	1677439.947	80202.90416978688
118	1678011.348	80359.40454806449
119	1659310.647	71219.67734530302
120	1661734.111	68336.31652652494
121	1663211.254	66029.4423142596
122	1667717.956	65053.12856408703
123	1678369.059	63970.61969033811
124	1685233.041	62883.03521533283
125	1688900.105	61741.73216018411
126	1686364.05	60898.759503936206
127	1686418.107	59962.96465882587
128	1694871.969	58770.93851480951
129	1687017.15	57199.69963603158
130	1694391.983	56834.730069955796
131	1705337.613	56228.624588855564
132	1711555.571	55628.41964737833
133	1707231.544	55338.22465324529
134	1705075.627	55047.73377037765
135	1705330.013	54777.08912975465
136	1705823.169	54624.12415986785
137	1710853.423	54478.04318050664
138	1708817.872	54267.59885831319
139	1706962.719	54202.8838337133
140	1706924.337	54143.15964639086
141	1709698.423	54035.93867222389
142	1712183.591	53165.382911713714
143	1712744.031	53745.46781307536
144	1712569.503	53633.76017593523
145	1708635.302	53462.47359842471
146	1711403.281	53664.41175339967
147	1715669.762	53515.88066758098
148	1711500.222	53376.28696228059
149	1711687.467	53366.299363081
150	1714271.115	53576.943480594535
151	1702587.535	53418.571369837126
152	1710755.819	53320.933508870396
153	1713522.956	53476.40994409119
154	1715539.933	53444.50184218003
155	1711011.553	53472.19768339962
156	1715168.609	53452.72744226048
157	1706909.41	53286.80750489355
158	1710065.276	51910.41438293008
159	1709510.021	51845.61945967773
160	1709521.482	52276.28814424939
161	1708265.019	51914.56645376502
162	1716196.085	52128.712269349846
163	1721028.989	51847.044924445814
164	1718411.787	51789.72470861886
165	1719888.747	51876.54029293427
166	1718573.302	51634.82320852204
167	1724753.445	51534.69838248102
168	1724878.202	51628.33132287048
169	1722537.645	51597.31159841191
170	1726387.943	51239.81436392206
171	1727031.262	51402.07311301825
172	1724345.148	51056.459055929095
173	1728099.287	51169.97703316259
174	1731589.339	50847.581653583606
175	1725423.791	50665.562892621165
176	1732407.938	50663.65743794596
177	1731774.127	50691.109561083445
178	1730686.823	50603.79289231306
179	1735219.312	50393.74862974659
180	1739390.785	50328.864163073034
181	1736011.334	50200.509277387886
182	1731307.149	50056.65189899138
183	1741456.773	50081.11718828873
184	1737906.463	49826.93023217124
185	1741272.543	50028.64775144714
186	1740889.487	49866.673842248725
187	1736639.345	49972.20100461377
188	1734142.808	49799.467682629875
189	1737135.082	49739.90008618115
190	1740006.075	49636.42749566776
191	1742740.871	49789.34225106544
192	1749040.421	49814.33324629287
193	1738552.231	49699.59942629051
194	1743160.408	49737.59422674013
195	1741432.023	49692.615520696134
196	1739083.486	49630.561144444
197	1744694.091	49756.09299089063
198	1749461.626	49531.9768800979
199	1749727.592	49594.91509822939
200	1742573.889	49500.88306808186
201	1746597.521	49677.32606084957
202	1746576.122	49614.54157553572
203	1744882.571	49489.836296033136
204	1732844.541	49371.569263683465
205	1747459.278	49519.56723916833
206	1745566.601	49431.464080778496
207	1751520.557	49421.09509304867
208	1750121.108	49467.9937930291
209	1749467.693	49451.89013067278
210	1747920.884	49383.78843203857
211	1750202.878	49525.95521060261
