Iteration	pt_travel	pt_wait	stageActivity_travel	stageActivity_wait	walk_travel	walk_wait
0	22856.424166666668	20826.1825	0.0	0.0	74021.01055555555	0.0
1	22875.50138888889	20286.806111111113	0.0	0.0	74020.21916666666	0.0
2	22938.185555555556	20511.18222222222	0.0	0.0	74190.31138888889	0.0
3	22992.73638888889	20172.295555555556	0.0	0.0	74340.68305555555	0.0
4	23036.895833333332	20357.220833333333	0.0	0.0	74599.83416666667	0.0
5	23067.604722222222	20154.528055555555	0.0	0.0	74655.3975	0.0
6	23439.836944444443	21454.821944444444	0.0	0.0	70409.30166666667	0.0
7	23808.208333333332	21933.124444444446	0.0	0.0	68108.14527777777	0.0
8	23988.683333333334	22250.22527777778	0.0	0.0	66812.43666666666	0.0
9	24163.830555555556	24203.930277777778	0.0	0.0	66728.67361111111	0.0
10	24402.140277777777	27104.170833333334	0.0	0.0	66911.55111111111	0.0
11	24468.07222222222	27194.138333333332	0.0	0.0	65585.92888888888	0.0
12	24554.899166666666	28015.840833333332	0.0	0.0	64849.41027777778	0.0
13	24568.716944444444	28221.797222222223	0.0	0.0	64332.73944444444	0.0
14	24661.73	28759.15777777778	0.0	0.0	63375.16638888889	0.0
15	24725.0575	28619.207222222223	0.0	0.0	63685.895833333336	0.0
16	24752.97111111111	29871.975833333334	0.0	0.0	65795.42361111111	0.0
17	24848.086666666666	30073.0575	0.0	0.0	64617.95777777778	0.0
18	25125.72333333333	30748.096944444445	0.0	0.0	59142.335	0.0
19	25224.62277777778	31722.9225	0.0	0.0	58857.948333333334	0.0
20	25381.10722222222	31967.254722222224	0.0	0.0	59158.314722222225	0.0
21	25461.739166666666	31954.32	0.0	0.0	58488.29416666667	0.0
22	25628.270555555555	32407.593333333334	0.0	0.0	58132.035	0.0
23	25614.582222222223	33022.71666666667	0.0	0.0	58921.145833333336	0.0
24	25806.292222222222	31734.89611111111	0.0	0.0	59004.65138888889	0.0
25	25942.285	29911.873333333333	0.0	0.0	58779.18583333334	0.0
26	26300.771944444445	29385.15388888889	0.0	0.0	57799.36027777778	0.0
27	26425.964722222223	28263.104722222222	0.0	0.0	55506.0625	0.0
28	26491.263055555555	26739.65388888889	0.0	0.0	55125.08222222222	0.0
29	26685.454444444444	25435.112222222222	0.0	0.0	53774.06	0.0
30	26692.45888888889	24408.523333333334	0.0	0.0	52280.89555555556	0.0
31	26845.124722222223	23752.09138888889	0.0	0.0	51930.76416666667	0.0
32	26910.539166666666	23650.900555555556	0.0	0.0	51622.57638888889	0.0
33	27133.86388888889	24524.292777777777	0.0	0.0	49411.501388888886	0.0
34	27193.520555555555	23764.68472222222	0.0	0.0	48745.29555555555	0.0
35	27444.579166666666	24423.00611111111	0.0	0.0	48112.62416666667	0.0
36	27554.83611111111	23911.96	0.0	0.0	47457.9825	0.0
37	27665.925	23691.30888888889	0.0	0.0	46834.29666666667	0.0
38	27760.08777777778	24052.323888888888	0.0	0.0	45931.66888888889	0.0
39	27891.28861111111	24501.611944444445	0.0	0.0	45333.070555555554	0.0
40	28009.030277777776	23467.631666666668	0.0	0.0	45293.24611111111	0.0
41	28134.846388888887	23921.035	0.0	0.0	44511.665555555555	0.0
42	28280.8925	24248.38861111111	0.0	0.0	43901.23944444444	0.0
43	28421.053333333333	23788.345555555556	0.0	0.0	43457.855	0.0
44	28379.117777777778	23498.484444444446	0.0	0.0	42715.627222222225	0.0
45	28406.971388888887	23059.291666666668	0.0	0.0	42378.731944444444	0.0
46	28495.067222222224	23244.77666666667	0.0	0.0	42243.938055555554	0.0
47	28639.2325	22977.54138888889	0.0	0.0	41979.33277777778	0.0
48	28586.579444444444	23335.780277777776	0.0	0.0	41497.51694444445	0.0
49	28750.3575	23295.789444444443	0.0	0.0	41691.51305555556	0.0
50	28709.303888888888	23517.320277777777	0.0	0.0	41642.76416666667	0.0
51	28795.99611111111	23455.568055555555	0.0	0.0	41521.58555555555	0.0
52	28873.16	23368.78111111111	0.0	0.0	41148.496666666666	0.0
53	28795.132777777777	22892.524166666666	0.0	0.0	40817.715833333335	0.0
54	28904.955	24441.984722222223	0.0	0.0	40373.56527777778	0.0
55	28929.973611111112	23877.474166666667	0.0	0.0	40149.45111111111	0.0
56	29085.020833333332	23834.08638888889	0.0	0.0	39880.46944444445	0.0
57	29120.739444444444	24076.369444444445	0.0	0.0	39780.15861111111	0.0
58	29005.444444444445	23132.918055555554	0.0	0.0	39413.06972222222	0.0
59	29205.66638888889	23258.9225	0.0	0.0	39247.31638888889	0.0
60	29279.516944444444	23533.793055555554	0.0	0.0	39148.72833333333	0.0
61	29383.771666666667	22976.65	0.0	0.0	39045.41638888889	0.0
62	29253.82972222222	23419.450555555555	0.0	0.0	38773.25277777778	0.0
63	29394.940555555557	23849.715555555555	0.0	0.0	38535.90111111111	0.0
64	29562.55222222222	23215.629722222224	0.0	0.0	38667.037777777776	0.0
65	29562.26638888889	23037.4475	0.0	0.0	38465.06416666666	0.0
