ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	10412.673140813544	28066.07389706385	
1	10412.954003159197	28068.492575956512	
2	10392.75173254606	28049.59514899193	
3	10392.159571513077	28052.961856368125	
4	10373.412469773522	28029.971705634074	
5	10369.054516993643	28023.546261933163	
6	10275.993576314528	28076.860060353607	
7	10200.140742401018	28086.414474654663	
8	10177.672734098749	28120.99840364213	
9	10128.827535871025	28066.894569613152	
10	10073.10075384976	27911.62689213608	
11	10057.999105949386	27930.195668047007	
12	10015.012730289618	27861.80564324429	
13	9996.498988408266	27893.72429780677	
14	9977.30824855328	27863.002483664517	
15	9944.827159324164	27742.749764545923	
16	9954.37096979534	27736.146482194257	
17	9919.39243702798	27650.260413285057	
18	9836.27880968278	27722.82854942793	
19	9827.951934079209	27735.295003506264	
20	9799.478208859662	27677.151537831392	
21	9777.077583352639	27684.181394058825	
22	9755.584394182917	27699.91878172747	
23	9711.18422899928	27678.693943757702	
24	9693.769189409571	27728.86147932802	
25	9654.132701927561	27721.430208267746	
26	9628.230628591333	27735.057549405978	
27	9581.505338768346	27779.47627552644	
28	9609.981143240213	27922.10596441015	
29	9616.611187910003	28079.451751435234	
30	9597.08934146026	28105.1340804401	
31	9563.589151887345	28119.94698072395	
32	9534.739377361075	28065.70925143644	
33	9527.727803616142	28226.604450618448	
34	9528.296820729256	28309.398556100266	
35	9490.695262697953	28253.125038154012	
36	9481.2643391155	28314.08107550688	
37	9480.401181676836	28368.999046067707	
38	9471.09181946832	28413.35144492638	
39	9476.395368624879	28498.503665072858	
40	9460.899988028237	28517.88868127662	
41	9463.284863241046	28577.2932298103	
42	9454.008167737004	28619.414503567725	
43	9462.676079102066	28699.180681121066	
44	9449.751513296887	28686.450080178674	
45	9440.710128502795	28714.397538952457	
46	9447.479037234414	28734.834605009328	
47	9469.449996276644	28828.116248360377	
48	9489.523278616904	28870.148361168973	
49	9507.030337144108	28928.914985454394	
50	9514.38494020475	28955.536258817887	
51	9507.940174428577	28987.68600407091	
52	9526.755911063221	29035.67370917485	
53	9512.307253917721	28997.386580111983	
54	9556.411961566691	29167.120647636304	
55	9528.719902274015	29061.420944296082	
56	9528.578672203032	29089.114432686514	
57	9526.378301487306	29084.909027474856	
58	9510.02206552659	29033.583340773923	
59	9546.655317347884	29165.52638824351	
60	9530.724250466674	29141.87753611935	
61	9529.645754418065	29169.025561054204	
62	9507.152171103087	29064.329629421925	
63	9515.121163024834	29102.94268868402	
64	9535.95010192011	29168.876574895217	
65	9540.984290330725	29207.288083570038	
66	9557.44206545199	29254.254056022102	
67	9548.07212083134	29242.784177660622	
68	9538.18486138745	29242.291985096246	
69	9584.422005154982	29419.037742072374	
70	9597.118277109552	29424.48939248607	
71	9588.559156816867	29418.42108407536	
72	9587.157627149809	29433.8451173077	
73	9575.56856516819	29409.672576136905	
74	9602.989018124363	29495.69267146031	
75	9569.355731611851	29376.839583660058	
76	9553.800658406082	29350.7184085568	
77	9529.166723312288	29292.248790070906	
78	9569.957439048818	29421.478939780263	
79	9544.089480619785	29327.987601071658	
80	9547.381427853605	29334.448141360797	
81	9538.95408450542	29347.44543933112	
82	9526.80536596849	29334.385017913708	
83	9547.707385487798	29384.006041800436	
