Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
537	20:21:17	20:21:17	20:21:17	20:21:17	20:21:18	20:21:18			20:21:18	20:21:18	20:21:18	20:21:18	20:21:39	20:21:39	20:21:39	20:21:39	20:21:39	20:21:39			20:21:42	20:21:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
538	20:21:42	20:21:42	20:21:42	20:21:42	20:21:43	20:21:43			20:21:43	20:21:43	20:21:43	20:21:43	20:22:03	20:22:03	20:22:03	20:22:03	20:22:03	20:22:03			20:22:06	20:22:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
539	20:22:07	20:22:07	20:22:07	20:22:07	20:22:07	20:22:07			20:22:07	20:22:07	20:22:07	20:22:07	20:22:28	20:22:28	20:22:28	20:22:28	20:22:28	20:22:28			20:22:31	20:22:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
540	20:22:32	20:22:32	20:22:32	20:22:32	20:22:32	20:22:32			20:22:32	20:22:32	20:22:32	20:22:32	20:22:53	20:22:53	20:22:53	20:22:53	20:22:53	20:22:53	20:22:53	20:22:53	20:22:58	20:22:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:05	00:00:26
541	20:22:59	20:22:59	20:22:59	20:22:59	20:22:59	20:22:59			20:22:59	20:22:59	20:22:59	20:22:59	20:23:22	20:23:22	20:23:22	20:23:22	20:23:22	20:23:22			20:23:25	20:23:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
542	20:23:25	20:23:25	20:23:25	20:23:25	20:23:25	20:23:25			20:23:26	20:23:26	20:23:26	20:23:26	20:23:46	20:23:46	20:23:46	20:23:46	20:23:46	20:23:46			20:23:49	20:23:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
543	20:23:50	20:23:50	20:23:50	20:23:50	20:23:50	20:23:50			20:23:50	20:23:50	20:23:50	20:23:50	20:24:12	20:24:12	20:24:12	20:24:12	20:24:12	20:24:12			20:24:15	20:24:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
544	20:24:16	20:24:16	20:24:16	20:24:16	20:24:16	20:24:16			20:24:16	20:24:16	20:24:16	20:24:16	20:24:36	20:24:36	20:24:37	20:24:37	20:24:37	20:24:37			20:24:39	20:24:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
545	20:24:40	20:24:40	20:24:40	20:24:40	20:24:40	20:24:40			20:24:40	20:24:40	20:24:40	20:24:40	20:25:03	20:25:03	20:25:03	20:25:03	20:25:03	20:25:03			20:25:06	20:25:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
546	20:25:07	20:25:07	20:25:07	20:25:07	20:25:07	20:25:07			20:25:07	20:25:07	20:25:07	20:25:07	20:25:27	20:25:27	20:25:27	20:25:27	20:25:27	20:25:27			20:25:30	20:25:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
547	20:25:31	20:25:31	20:25:31	20:25:31	20:25:31	20:25:31			20:25:31	20:25:31	20:25:31	20:25:31	20:25:54	20:25:54	20:25:54	20:25:54	20:25:54	20:25:54			20:25:57	20:25:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
548	20:25:57	20:25:57	20:25:57	20:25:57	20:25:57	20:25:57			20:25:57	20:25:57	20:25:57	20:25:57	20:26:19	20:26:19	20:26:19	20:26:19	20:26:19	20:26:19			20:26:21	20:26:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
549	20:26:22	20:26:22	20:26:22	20:26:22	20:26:22	20:26:22			20:26:22	20:26:22	20:26:22	20:26:22	20:26:43	20:26:43	20:26:43	20:26:43	20:26:43	20:26:43			20:26:46	20:26:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
550	20:26:46	20:26:46	20:26:47	20:26:47	20:26:47	20:26:47			20:26:47	20:26:47	20:26:47	20:26:47	20:27:08	20:27:08	20:27:08	20:27:08	20:27:08	20:27:08	20:27:08	20:27:08	20:27:12	20:27:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
551	20:27:13	20:27:13	20:27:13	20:27:13	20:27:13	20:27:13			20:27:13	20:27:13	20:27:13	20:27:13	20:27:34	20:27:34	20:27:34	20:27:34	20:27:34	20:27:34			20:27:37	20:27:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
552	20:27:37	20:27:37	20:27:37	20:27:37	20:27:37	20:27:37			20:27:37	20:27:37	20:27:38	20:27:38	20:27:59	20:27:59	20:27:59	20:27:59	20:27:59	20:27:59			20:28:02	20:28:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
553	20:28:03	20:28:03	20:28:03	20:28:03	20:28:03	20:28:03			20:28:03	20:28:03	20:28:03	20:28:03	20:28:24	20:28:24	20:28:24	20:28:24	20:28:24	20:28:24			20:28:27	20:28:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
554	20:28:27	20:28:27	20:28:27	20:28:27	20:28:27	20:28:27			20:28:27	20:28:27	20:28:27	20:28:27	20:28:49	20:28:49	20:28:49	20:28:49	20:28:49	20:28:49			20:28:52	20:28:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
555	20:28:53	20:28:53	20:28:53	20:28:53	20:28:53	20:28:53			20:28:53	20:28:53	20:28:53	20:28:53	20:29:13	20:29:13	20:29:13	20:29:13	20:29:13	20:29:13			20:29:16	20:29:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
556	20:29:17	20:29:17	20:29:17	20:29:17	20:29:17	20:29:17			20:29:17	20:29:17	20:29:17	20:29:17	20:29:38	20:29:38	20:29:38	20:29:38	20:29:38	20:29:38			20:29:41	20:29:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
557	20:29:42	20:29:42	20:29:42	20:29:42	20:29:42	20:29:42			20:29:42	20:29:42	20:29:42	20:29:42	20:30:03	20:30:03	20:30:03	20:30:03	20:30:03	20:30:03			20:30:06	20:30:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
558	20:30:06	20:30:06	20:30:06	20:30:06	20:30:06	20:30:06			20:30:06	20:30:06	20:30:06	20:30:06	20:30:29	20:30:29	20:30:29	20:30:29	20:30:29	20:30:29			20:30:32	20:30:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
559	20:30:32	20:30:32	20:30:32	20:30:32	20:30:32	20:30:32			20:30:33	20:30:33	20:30:33	20:30:33	20:30:53	20:30:53	20:30:53	20:30:53	20:30:53	20:30:53			20:30:56	20:30:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
560	20:30:57	20:30:57	20:30:57	20:30:57	20:30:57	20:30:57			20:30:57	20:30:57	20:30:57	20:30:57	20:31:19	20:31:19	20:31:19	20:31:19	20:31:19	20:31:19	20:31:19	20:31:19	20:31:25	20:31:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:05	00:00:28
561	20:31:26	20:31:26	20:31:26	20:31:26	20:31:26	20:31:26			20:31:26	20:31:26	20:31:26	20:31:26	20:31:46	20:31:46	20:31:46	20:31:46	20:31:46	20:31:46			20:31:49	20:31:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
562	20:31:50	20:31:50	20:31:50	20:31:50	20:31:50	20:31:50			20:31:50	20:31:50	20:31:50	20:31:50	20:32:13	20:32:13	20:32:13	20:32:13	20:32:13	20:32:13			20:32:16	20:32:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
563	20:32:16	20:32:16	20:32:16	20:32:16	20:32:16	20:32:16			20:32:16	20:32:16	20:32:17	20:32:17	20:32:37	20:32:37	20:32:37	20:32:37	20:32:37	20:32:37			20:32:40	20:32:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
564	20:32:41	20:32:41	20:32:41	20:32:41	20:32:41	20:32:41			20:32:41	20:32:41	20:32:41	20:32:41	20:33:03	20:33:03	20:33:03	20:33:03	20:33:03	20:33:03			20:33:06	20:33:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
565	20:33:07	20:33:07	20:33:07	20:33:07	20:33:07	20:33:07			20:33:07	20:33:07	20:33:07	20:33:07	20:33:28	20:33:28	20:33:28	20:33:28	20:33:28	20:33:28			20:33:31	20:33:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
566	20:33:31	20:33:31	20:33:31	20:33:31	20:33:31	20:33:31			20:33:31	20:33:31	20:33:31	20:33:31	20:33:54	20:33:54	20:33:54	20:33:54	20:33:54	20:33:54			20:33:57	20:33:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
567	20:33:57	20:33:57	20:33:58	20:33:58	20:33:58	20:33:58			20:33:58	20:33:58	20:33:58	20:33:58	20:34:18	20:34:18	20:34:18	20:34:18	20:34:18	20:34:18			20:34:21	20:34:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
568	20:34:22	20:34:22	20:34:22	20:34:22	20:34:22	20:34:22			20:34:22	20:34:22	20:34:22	20:34:22	20:34:45	20:34:45	20:34:45	20:34:45	20:34:45	20:34:45			20:34:48	20:34:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
569	20:34:49	20:34:49	20:34:49	20:34:49	20:34:49	20:34:49			20:34:49	20:34:49	20:34:49	20:34:49	20:35:10	20:35:10	20:35:10	20:35:10	20:35:10	20:35:10			20:35:13	20:35:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
570	20:35:14	20:35:14	20:35:14	20:35:14	20:35:14	20:35:14			20:35:14	20:35:14	20:35:14	20:35:14	20:35:35	20:35:35	20:35:35	20:35:35	20:35:35	20:35:35	20:35:35	20:35:35	20:35:39	20:35:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
571	20:35:40	20:35:40	20:35:40	20:35:40	20:35:40	20:35:40			20:35:40	20:35:40	20:35:40	20:35:40	20:36:01	20:36:01	20:36:01	20:36:01	20:36:01	20:36:01			20:36:04	20:36:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
572	20:36:05	20:36:05	20:36:05	20:36:05	20:36:05	20:36:05			20:36:05	20:36:05	20:36:05	20:36:05	20:36:25	20:36:25	20:36:26	20:36:26	20:36:26	20:36:26			20:36:28	20:36:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
573	20:36:29	20:36:29	20:36:29	20:36:29	20:36:29	20:36:29			20:36:29	20:36:29	20:36:29	20:36:29	20:36:50	20:36:50	20:36:51	20:36:51	20:36:51	20:36:51			20:36:53	20:36:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
574	20:36:54	20:36:54	20:36:54	20:36:54	20:36:54	20:36:54			20:36:54	20:36:54	20:36:54	20:36:54	20:37:15	20:37:15	20:37:15	20:37:15	20:37:15	20:37:15			20:37:18	20:37:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
575	20:37:19	20:37:19	20:37:19	20:37:19	20:37:19	20:37:19			20:37:19	20:37:19	20:37:19	20:37:19	20:37:40	20:37:40	20:37:40	20:37:40	20:37:40	20:37:40			20:37:43	20:37:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
576	20:37:44	20:37:44	20:37:44	20:37:44	20:37:44	20:37:44			20:37:44	20:37:44	20:37:44	20:37:44	20:38:04	20:38:04	20:38:05	20:38:05	20:38:05	20:38:05			20:38:07	20:38:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
577	20:38:08	20:38:08	20:38:08	20:38:08	20:38:08	20:38:08			20:38:08	20:38:08	20:38:08	20:38:08	20:38:30	20:38:30	20:38:30	20:38:30	20:38:30	20:38:30			20:38:33	20:38:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
578	20:38:33	20:38:33	20:38:33	20:38:33	20:38:34	20:38:34			20:38:34	20:38:34	20:38:34	20:38:34	20:38:54	20:38:54	20:38:54	20:38:54	20:38:54	20:38:54			20:38:57	20:38:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
579	20:38:58	20:38:58	20:38:58	20:38:58	20:38:58	20:38:58			20:38:58	20:38:58	20:38:58	20:38:58	20:39:20	20:39:20	20:39:20	20:39:20	20:39:20	20:39:20			20:39:23	20:39:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
580	20:39:23	20:39:23	20:39:23	20:39:23	20:39:24	20:39:24			20:39:24	20:39:24	20:39:24	20:39:24	20:39:44	20:39:44	20:39:44	20:39:44	20:39:44	20:39:44	20:39:44	20:39:44	20:39:50	20:39:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:05	00:00:26
581	20:39:51	20:39:51	20:39:51	20:39:51	20:39:51	20:39:51			20:39:51	20:39:51	20:39:51	20:39:51	20:40:13	20:40:13	20:40:14	20:40:14	20:40:14	20:40:14			20:40:16	20:40:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
582	20:40:17	20:40:17	20:40:17	20:40:17	20:40:17	20:40:17			20:40:17	20:40:17	20:40:17	20:40:17	20:40:38	20:40:38	20:40:38	20:40:38	20:40:38	20:40:38			20:40:41	20:40:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
583	20:40:42	20:40:42	20:40:42	20:40:42	20:40:42	20:40:42			20:40:42	20:40:42	20:40:42	20:40:42	20:41:04	20:41:04	20:41:04	20:41:04	20:41:05	20:41:05			20:41:07	20:41:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
584	20:41:08	20:41:08	20:41:08	20:41:08	20:41:08	20:41:08			20:41:08	20:41:08	20:41:08	20:41:08	20:41:29	20:41:29	20:41:29	20:41:29	20:41:29	20:41:29			20:41:32	20:41:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
585	20:41:33	20:41:33	20:41:33	20:41:33	20:41:33	20:41:33			20:41:33	20:41:33	20:41:33	20:41:33	20:41:55	20:41:55	20:41:55	20:41:55	20:41:55	20:41:55			20:41:58	20:41:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
586	20:41:59	20:41:59	20:41:59	20:41:59	20:41:59	20:41:59			20:41:59	20:41:59	20:41:59	20:41:59	20:42:19	20:42:19	20:42:19	20:42:19	20:42:19	20:42:19			20:42:22	20:42:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
587	20:42:23	20:42:23	20:42:23	20:42:23	20:42:23	20:42:23			20:42:23	20:42:23	20:42:23	20:42:23	20:42:45	20:42:45	20:42:46	20:42:46	20:42:46	20:42:46			20:42:48	20:42:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
588	20:42:49	20:42:49	20:42:49	20:42:49	20:42:49	20:42:49			20:42:49	20:42:49	20:42:49	20:42:49	20:43:10	20:43:10	20:43:10	20:43:10	20:43:10	20:43:10			20:43:13	20:43:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
589	20:43:14	20:43:14	20:43:14	20:43:14	20:43:14	20:43:14			20:43:14	20:43:14	20:43:14	20:43:14	20:43:37	20:43:37	20:43:37	20:43:37	20:43:37	20:43:37			20:43:39	20:43:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
590	20:43:40	20:43:40	20:43:40	20:43:40	20:43:41	20:43:41			20:43:41	20:43:41	20:43:41	20:43:41	20:44:02	20:44:02	20:44:02	20:44:02	20:44:02	20:44:02	20:44:02	20:44:02	20:44:07	20:44:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
591	20:44:08	20:44:08	20:44:08	20:44:08	20:44:08	20:44:08			20:44:08	20:44:08	20:44:08	20:44:08	20:44:28	20:44:28	20:44:28	20:44:28	20:44:28	20:44:28			20:44:31	20:44:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
592	20:44:32	20:44:32	20:44:32	20:44:32	20:44:32	20:44:32			20:44:32	20:44:32	20:44:32	20:44:32	20:44:55	20:44:55	20:44:55	20:44:55	20:44:55	20:44:55			20:44:58	20:44:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
593	20:44:58	20:44:58	20:44:58	20:44:58	20:44:58	20:44:58			20:44:59	20:44:59	20:44:59	20:44:59	20:45:19	20:45:19	20:45:19	20:45:19	20:45:19	20:45:19			20:45:22	20:45:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
594	20:45:23	20:45:23	20:45:23	20:45:23	20:45:23	20:45:23			20:45:23	20:45:23	20:45:23	20:45:23	20:45:46	20:45:46	20:45:46	20:45:46	20:45:46	20:45:46			20:45:49	20:45:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
595	20:45:50	20:45:50	20:45:50	20:45:50	20:45:50	20:45:50			20:45:50	20:45:50	20:45:50	20:45:50	20:46:10	20:46:10	20:46:10	20:46:10	20:46:11	20:46:11			20:46:13	20:46:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
596	20:46:14	20:46:14	20:46:14	20:46:14	20:46:14	20:46:14			20:46:14	20:46:14	20:46:14	20:46:14	20:46:37	20:46:37	20:46:37	20:46:37	20:46:37	20:46:37			20:46:40	20:46:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
597	20:46:41	20:46:41	20:46:41	20:46:41	20:46:41	20:46:41			20:46:41	20:46:41	20:46:41	20:46:41	20:47:01	20:47:01	20:47:01	20:47:01	20:47:02	20:47:02			20:47:04	20:47:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
598	20:47:05	20:47:05	20:47:05	20:47:05	20:47:05	20:47:05			20:47:05	20:47:05	20:47:05	20:47:05	20:47:28	20:47:28	20:47:28	20:47:28	20:47:28	20:47:28			20:47:31	20:47:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
599	20:47:32	20:47:32	20:47:32	20:47:32	20:47:32	20:47:32			20:47:39	20:47:39	20:47:39	20:47:39	20:48:00	20:48:00	20:48:00	20:48:00	20:48:00	20:48:00			20:48:03	20:48:03		00:00:00	00:00:00		00:00:06	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:30
600	20:48:04	20:48:04	20:48:04	20:48:04	20:48:04	20:48:04			20:48:04	20:48:04	20:48:04	20:48:04	20:48:24	20:48:24	20:48:24	20:48:24	20:48:24	20:48:24	20:48:24	20:48:24	20:48:30	20:48:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:05	00:00:26
601	20:48:31	20:48:31	20:48:31	20:48:31	20:48:31	20:48:31			20:48:31	20:48:31	20:48:31	20:48:31	20:48:52	20:48:52	20:48:53	20:48:53	20:48:53	20:48:53			20:48:55	20:48:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
602	20:48:56	20:48:56	20:48:56	20:48:56	20:48:56	20:48:56			20:48:56	20:48:56	20:48:56	20:48:56	20:49:17	20:49:17	20:49:17	20:49:17	20:49:17	20:49:17			20:49:19	20:49:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
603	20:49:20	20:49:20	20:49:20	20:49:20	20:49:20	20:49:20			20:49:20	20:49:20	20:49:21	20:49:21	20:49:42	20:49:42	20:49:42	20:49:42	20:49:42	20:49:42			20:49:45	20:49:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
604	20:49:46	20:49:46	20:49:46	20:49:46	20:49:46	20:49:46			20:49:46	20:49:46	20:49:46	20:49:46	20:50:07	20:50:07	20:50:07	20:50:07	20:50:07	20:50:07			20:50:10	20:50:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
605	20:50:11	20:50:11	20:50:11	20:50:11	20:50:11	20:50:11			20:50:11	20:50:11	20:50:11	20:50:11	20:50:32	20:50:32	20:50:33	20:50:33	20:50:33	20:50:33			20:50:35	20:50:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
606	20:50:36	20:50:36	20:50:36	20:50:36	20:50:36	20:50:36			20:50:36	20:50:36	20:50:37	20:50:37	20:50:56	20:50:56	20:50:56	20:50:56	20:50:56	20:50:56			20:50:59	20:50:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
607	20:51:00	20:51:00	20:51:00	20:51:00	20:51:00	20:51:00			20:51:00	20:51:00	20:51:00	20:51:00	20:51:21	20:51:21	20:51:21	20:51:21	20:51:21	20:51:21			20:51:24	20:51:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
608	20:51:24	20:51:24	20:51:24	20:51:24	20:51:25	20:51:25			20:51:25	20:51:25	20:51:25	20:51:25	20:51:45	20:51:45	20:51:45	20:51:45	20:51:45	20:51:45			20:51:48	20:51:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
609	20:51:49	20:51:49	20:51:49	20:51:49	20:51:49	20:51:49			20:51:49	20:51:49	20:51:49	20:51:49	20:52:10	20:52:10	20:52:10	20:52:10	20:52:10	20:52:10			20:52:13	20:52:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
610	20:52:14	20:52:14	20:52:14	20:52:14	20:52:14	20:52:14			20:52:14	20:52:14	20:52:14	20:52:14	20:52:36	20:52:36	20:52:36	20:52:36	20:52:36	20:52:36	20:52:36	20:52:36	20:52:40	20:52:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
611	20:52:41	20:52:41	20:52:41	20:52:41	20:52:41	20:52:41			20:52:41	20:52:41	20:52:41	20:52:41	20:53:04	20:53:04	20:53:04	20:53:04	20:53:04	20:53:04			20:53:07	20:53:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
612	20:53:08	20:53:08	20:53:08	20:53:08	20:53:08	20:53:08			20:53:08	20:53:08	20:53:08	20:53:08	20:53:29	20:53:29	20:53:29	20:53:29	20:53:29	20:53:29			20:53:32	20:53:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
613	20:53:33	20:53:33	20:53:33	20:53:33	20:53:33	20:53:33			20:53:33	20:53:33	20:53:33	20:53:33	20:53:56	20:53:56	20:53:56	20:53:56	20:53:56	20:53:56			20:53:58	20:53:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
614	20:53:59	20:53:59	20:53:59	20:53:59	20:53:59	20:53:59			20:54:00	20:54:00	20:54:00	20:54:00	20:54:19	20:54:19	20:54:19	20:54:19	20:54:20	20:54:20			20:54:22	20:54:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
615	20:54:23	20:54:23	20:54:23	20:54:23	20:54:24	20:54:24			20:54:24	20:54:24	20:54:24	20:54:24	20:54:53	20:54:53	20:54:53	20:54:53	20:54:53	20:54:53			20:54:56	20:54:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:29	00:00:00	00:00:00		00:00:02	00:00:32
616	20:54:57	20:54:57	20:54:57	20:54:57	20:54:57	20:54:57			20:54:57	20:54:57	20:54:57	20:54:57	20:55:20	20:55:20	20:55:20	20:55:20	20:55:20	20:55:20			20:55:23	20:55:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
617	20:55:24	20:55:24	20:55:24	20:55:24	20:55:24	20:55:24			20:55:24	20:55:24	20:55:24	20:55:24	20:55:51	20:55:51	20:55:51	20:55:51	20:55:51	20:55:51			20:55:54	20:55:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:26	00:00:00	00:00:00		00:00:02	00:00:29
618	20:55:55	20:55:55	20:55:55	20:55:55	20:55:55	20:55:55			20:55:55	20:55:55	20:55:55	20:55:55	20:56:22	20:56:22	20:56:22	20:56:22	20:56:22	20:56:22			20:56:25	20:56:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:26	00:00:00	00:00:00		00:00:02	00:00:30
