ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	28.98379703410589	28.98379703410589	28.98379703410589	28.98379703410589
1	29.150795644562017	28.857752415079155	29.14126483686788	29.424777258656537
2	30.41098107656858	29.62590685901364	30.19973747831028	30.773568097606955
3	31.710523545137406	31.190926768522584	31.624899041385188	32.058871314247824
4	32.946944456946866	32.09359646446628	32.75871486178656	33.42383325910691
5	34.27424414304867	33.650141089395866	34.19649994348564	34.74285879757522
6	33.2467572729957	31.441452119242552	33.53034680254122	35.619241485840355
7	35.643932583222984	32.744353848176274	36.11359914881774	39.48284444945919
8	37.187480850729884	35.545960923122045	38.465714226711846	41.38546753030133
9	39.16615895330119	36.05211570205857	40.88327775911225	45.71443981616661
10	42.88876360762604	40.801798207945154	46.03518942260365	51.26858063726247
11	42.636663388238816	41.422533168515145	46.66786674840966	51.91320032830451
12	44.05176340809094	42.32338239624472	48.22332029765609	54.12325819906738
13	44.97391620907459	43.41917408680896	49.877659634951385	56.336145183094
14	44.25738860006147	43.41835681623559	49.44187911228749	55.46540140833958
15	50.92898116594573	48.199944321663054	55.20313106667534	62.206317811687306
16	51.79633527482747	50.73763319307781	55.799394390110535	60.86115558714263
17	55.0834364774661	53.32712086092942	58.50498681662516	63.68285277232172
18	53.463848539859285	51.8487647672995	59.17904181408136	66.50931886086398
19	53.35163518306762	52.24689173432153	59.411451013634	66.57601029294685
20	57.04047512743358	55.541160609673604	62.09559129133501	68.65002197299697
21	56.74973656442235	55.9034530823905	62.405011929222304	68.9065707760542
22	59.210895257287206	58.3841407975723	64.19992231111263	70.01570382465343
23	62.555284591540925	60.575064024437175	66.51341397689664	72.45176392935598
24	65.68713859828728	63.66736415737543	69.59673036806707	75.52609657875881
25	69.44909735293568	67.2247369467326	71.65991318833252	76.09508942993155
26	75.56499947989515	73.31371015073384	77.19307141911597	81.07243268749714
27	75.39515394010287	73.99932744259922	78.4028890317964	82.80645062099367
28	76.01147721378547	74.88934805826051	78.96077651664258	83.03220497502656
29	77.11382826310985	75.91816499495823	80.22682087875384	84.53547676255059
30	77.98747603923893	76.98912774875149	80.99908327884387	85.00903880893556
31	80.15765612514865	79.11421036614561	82.76003220700076	86.40585404785402
32	81.39441776792157	80.23554270197144	83.66192528306048	87.08830786414892
33	80.82096811677357	79.8095221012257	83.60205559075384	87.39458908028244
34	80.66020026102345	79.38332723560721	83.43261918782396	87.481911140041
35	82.98147117422677	81.74951988258154	85.72192091078863	89.69432193899567
36	84.15447054139135	83.2395633592048	86.80231557703428	90.36506779486362
37	85.43304274763061	84.40720589720546	88.01066559385649	91.61412529050727
38	84.60003391303832	83.81490835204144	87.17159997230961	90.52829159257828
39	84.41250919179929	83.23952665101922	87.38817947548411	91.53683229994965
40	88.60845154715055	87.36705350805357	89.99138214507921	92.61571078210454
41	88.69636218194074	87.70867270497597	90.66042593018798	93.61217915539999
42	88.7420162117093	87.83281313877194	90.70464902817628	93.5764849175796
43	89.92372268849338	89.06407871413839	91.68488175841266	94.305684802687
44	89.39808840925868	88.64236706935539	91.40088523069059	94.1594033920249
45	88.84317189699058	88.02695152270401	91.84603781315816	95.66512410361295
46	88.77200817359329	88.07938311556852	91.72749886909465	95.37561462262043
47	88.8681128635345	88.2202994559138	91.88070002284697	95.54110058978026
48	87.61802926402243	86.92114965414207	91.37398247024635	95.8268152863493
49	90.01254112952904	89.29621882060802	92.78337187159347	96.27052492257853
50	88.90635194922324	88.25088122808374	92.45481047289522	96.65873971770783
51	91.7806197560746	91.11441120506636	94.2797892358843	97.44516726670196
52	91.67608657976277	91.12739952387597	94.43179463842304	97.73618975297074
53	90.48993246073657	89.74121382131531	93.61901265777826	97.49681149424062
54	89.57002013689802	88.84613613236988	93.35573297184588	97.86532981132143
55	91.22876181069068	90.60985846907103	94.33399517574067	98.0581318824091
56	93.59799514583726	93.00436973406731	95.88365608926584	98.76294244446487
57	94.44051734519537	93.76978462125184	96.51738631979859	99.26498801834543
58	93.17946754402242	92.6648357011122	95.78297527383098	98.90111484654935
59	93.92783509068775	93.33987931888028	96.14378188108638	98.94768444329425
60	95.10662909448641	94.4378193412337	96.96020822689603	99.48259711255936
61	97.29378507980631	96.83672284761067	98.3946003260642	99.95247780451857
62	93.80814091697292	93.3150759690779	95.92185091431361	98.5286258595492
63	95.34832051981647	94.47804520243787	96.91254396328563	99.34704272413298
64	95.88313109608929	95.3067386457939	97.37408911200725	99.44143957821917
65	96.451826847571	95.74690287243622	97.67965274860758	99.61240262477853
66	95.74324296435627	95.21779094124828	97.28273722527946	99.34768350930939
67	98.15324961426025	97.29434557959998	98.85340762702452	100.41246967444854
68	97.82896928600961	97.49928314934576	99.06081830145904	100.62235345357219
69	98.02353705669242	97.62313287989376	99.19716592250973	100.77119896512494
70	97.21501384859286	96.82546894380975	98.41285626136903	100.00024357892705
71	97.1589871497169	96.44608748532707	98.3585152656732	100.27094304601933
72	96.06339344441523	95.60423141358758	97.60529165061469	99.60635188764161
73	97.29451903067132	96.52673603001352	98.45439892904632	100.38206182807824
74	96.54117779299251	96.09435266846661	97.95486462726012	99.81537658605382
75	98.44061248589443	97.69327961314804	99.20631350906044	100.71934740497235
76	96.64910782490747	96.36255495972178	97.90295652022883	99.44335808073511
77	98.28824240348627	97.61782715465245	98.97198799549138	100.32614883633076
78	96.72526939651833	96.22075894584422	97.78169629767655	99.34263364950887
79	96.8281201992414	96.22953651656344	98.10971916060356	99.98990180464274
80	96.51406879824671	95.89966496421653	97.86974381220153	99.83982266018626
81	98.25775041194207	97.60569054424195	99.15597838189282	100.70626621954392
82	96.7683311145836	96.3972773406364	98.17934313743918	99.96140893424139
83	96.66456765719136	95.84122885456641	97.90332714196065	99.96542542935391
84	96.12710790057994	95.37232372599577	97.41993596905562	99.46754821211408
85	98.66854584097922	97.65549600138729	99.56968018438009	101.48386436737214
86	95.39503522430145	95.01868471448279	97.41226160483451	99.80583849518564
87	96.71927394913985	96.05271850832966	98.29287961273366	100.53304071713781
88	92.63997235341051	92.16319979191653	95.30211823001449	98.4410366681136
89	94.19061021709781	93.12643185502237	96.44924508965316	99.77205832428375
90	95.36587713455114	94.66036961483299	97.34885946531308	100.03734931579324
91	95.62784179155094	94.95478300227376	97.4853995055348	100.01601600879643
92	97.55134759121347	96.76190654419625	98.56614214847936	100.37037775276212
93	98.14748130852665	97.52716585329752	99.27381477950726	101.02046370571573
94	97.85145867211787	97.3629256092308	99.088813673336	100.81470173744117
95	97.03959583736855	96.44568262142526	98.71899854720512	100.99231447298622
96	98.65921299342251	97.95298615102968	99.29894972581694	100.64491330060463
97	99.18304022259245	98.3109170721542	99.89327448141853	101.47563189068275
98	98.90838044930045	98.21646310390469	100.05042660788068	101.88439011185758
99	99.66565636645652	99.15520063654489	100.32574663889069	101.49629264123702
100	100.48266346640013	99.72227000990517	100.79861821453382	101.87496641916226
101	99.88012266389366	99.17656063944798	100.74864243051734	102.32072422158632
102	100.40419511099566	99.82042174880142	101.15883413742094	102.49724652604039
103	100.4679633047361	99.91377105256117	101.16183613594347	102.40990121932393
104	99.7406369186898	99.11853555390176	100.38349955346848	101.64846355303408
105	100.03674661810295	99.33353267550827	100.65390408435692	101.9742754932064
106	100.09004345714251	99.5613092373798	100.79800497706444	102.03470071674995
107	100.59302054025672	100.07448708904634	101.07830195548313	102.08211682192054
108	100.60264866042928	100.06831959439576	100.94031245225902	101.81230531012184
109	92.10183268877599	91.64535151303079	96.40121051848108	101.1570695239316
110	92.81557852175817	92.24501012696227	96.81131100811015	101.37761188925882
111	93.15328070500152	92.49510595104962	97.04002016552579	101.58493438000357
112	95.07893417945735	94.54697916008698	98.17997473962681	101.81297031916543
113	94.42157073125917	93.86666218814413	97.95183285707202	102.03700352599914
114	96.74711349763214	96.2678240089434	99.28619095015885	102.3045578913732
115	95.78795163403821	95.4798507584625	98.88315050946477	102.28645026046712
116	94.59670264666529	94.17836662791291	98.14315479805376	102.10794296819616
117	93.77948655939078	93.25841996445399	97.55390054319537	101.84938112193613
118	97.31481841194466	96.2034273742275	99.89516965860098	103.5869119429742
119	92.61520214645944	92.0308057494353	97.34580654009942	102.66080733076389
120	94.75285211700292	93.75423360643133	98.80369378348333	103.85315396053511
121	94.9362184882479	94.10489112674179	99.22973307848484	104.35457503022768
122	96.22607150768525	95.63413552860392	99.92951798336232	104.22490043812098
123	99.03111168434833	98.32678828386791	101.5674399374993	104.80809159113139
124	101.89578746696216	100.9151842977112	103.49885927764754	106.08253425758231
125	103.18972642469235	102.3557776987637	104.50272993456143	106.6496821703586
126	104.871013163923	104.04117727229463	105.74543766504515	107.44969805779552
127	105.88752734091644	105.38245171195992	106.55928843773253	107.73612516350505
128	106.80514064626307	105.98081086028722	107.29739182021284	108.61397278013868
129	105.88580499059638	105.19436244305993	106.96859464177645	108.742826840493
130	107.25683989189729	106.77543463344284	107.80466132777417	108.83388802210577
131	107.98448142038404	107.33209533449237	108.21329674716195	109.09449815983176
132	108.31226134878214	107.83113816725059	108.62535934174934	109.4195805162486
133	107.98941999665435	107.59215830233651	108.49292472384951	109.39369114536355
134	107.82596503369733	107.39539281131545	108.45593192581428	109.5164710403131
135	107.98846973049541	107.53100054164979	108.35216672205267	109.17333290245503
136	107.28935121042235	106.75355530606204	107.92057417299334	109.08759303992528
137	108.25699508111394	107.81219459358402	108.59273795248869	109.37328131139364
138	107.87351424338736	107.43639717343318	108.42417585921012	109.41195454498603
139	108.22161519741627	107.78117280922339	108.72568757430378	109.67020233938437
140	107.77965358134625	107.35583918710498	108.43436291445195	109.51288664179862
141	108.41002383205843	107.97742718291016	108.88536152731426	109.79329587171853
142	108.23619132653062	107.86198564790365	108.81784752744677	109.77370940699043
143	107.82245564652612	107.42292138634024	108.50061075479276	109.57830012324418
144	107.83715621139196	107.36914206807457	108.37137719234248	109.37361231661015
145	107.73045686319263	107.26342055933905	108.37123981091811	109.47905906249656
146	107.8019837943184	107.19490674516403	108.4168457600311	109.63878477489897
147	107.81965197814422	107.42636294384818	108.47423709716946	109.52211125049084
148	107.33584738220455	106.831581287751	108.27606044230025	109.72053959685043
149	107.51954333157188	107.25279412376206	108.63796125294043	110.02312838212045
150	108.3558927769901	108.05413954977588	108.75925249435664	109.46436543893675
151	105.38266285948342	104.98822287574846	106.73354448567295	108.4788660955969
152	107.52773303894593	106.74727181241428	108.10793154599376	109.46859127957309
153	108.25500964598004	107.85619739943498	108.83025352204527	109.80430964465629
154	108.06759422050678	107.72351488074159	108.4806455708188	109.2377762608959
155	108.28411752511961	107.8738361825631	108.78157336661074	109.68931055065832
156	108.41724287758551	108.03508244444114	108.91559112237975	109.79609980031833
157	107.10911434400087	106.76992243163683	107.78946295614492	108.80900348065222
158	104.72027652403997	104.1059705423386	106.90144801835484	109.69692549437133
159	103.70206610845993	103.48244074765046	106.36449310275862	109.24654545786652
160	103.5386747407314	103.19384032870548	106.34429445240143	109.49474857609856
161	105.26050681389657	104.91215794403665	107.00750914077744	109.10286033751898
162	106.19580216957178	105.67194706875571	107.38718058379811	109.10241409883955
163	105.98799324302217	105.6264018968471	107.31677014519317	109.0071383935387
164	106.31127907394486	105.84345518576703	107.65299291604842	109.46253064632978
165	107.74803581873424	107.4029813866843	108.60811557229708	109.81324975791011
166	107.35903392683947	107.08215252702367	108.39278264733437	109.70341276764518
167	107.44786679060851	106.98781729722849	108.40078683760066	109.81375637797153
168	107.97828643966085	107.58959484839573	108.64832676993295	109.70705869147027
169	107.05793584736324	106.69537228611034	108.06459555596	109.43381882580987
170	107.16519456213975	106.62607580001729	108.1086183288494	109.59116085768147
171	108.03694828098443	107.5716704519981	108.58666500731937	109.60165956264152
172	106.97441294783633	106.49426484130247	108.20093139907695	109.9075979568527
173	108.27491826313496	107.850520005698	108.95573515919467	110.06095031269291
174	108.00216557234583	107.69023538320938	108.75826160315572	109.82628782310212
175	108.25033386409832	107.83823414876733	108.7840323688268	109.72983058888745
176	108.1291626141816	107.84914670068174	108.83717401428889	109.82520132789638
177	108.35816972226752	108.02918503599977	108.86552090953057	109.70185678306072
178	107.67138359620388	107.26851217917758	108.55258582730579	109.83665947543476
179	107.12658451788079	106.7324273162039	108.40031555972696	110.0682038032502
180	108.70213689813352	108.30766827812238	109.20994215580521	110.11221603348758
181	108.20718586809632	107.76975218039567	108.87505422365675	109.98035626691912
182	108.04600238783944	107.6110519633781	108.91273650062458	110.2144210378721
183	108.69842338569768	108.37671076841742	109.29539239735956	110.21407402630156
184	108.58609631454807	108.2402290297228	109.32390621885206	110.40758340798092
185	109.10138410332853	108.78915769857724	109.54474109529353	110.3003244920088
186	108.22647842713624	107.9330196751895	109.11578282696037	110.29854597873056
187	109.06537246948434	108.68985512100416	109.55485430320303	110.419853485403
188	107.65465114396828	107.28081118504453	108.67190287492508	110.06299456480548
189	109.02024943885253	108.55299130971623	109.49862741726817	110.4442635248199
190	107.61719649863892	107.31392617075592	108.82430704925522	110.33468792775437
191	109.07646590442546	108.689058793964	109.5942122549196	110.49936571587656
192	108.12030239996514	107.81131522932448	108.88755131823723	109.96378740714952
193	108.0463399866129	107.67206621192472	108.9958921345514	110.31971805717932
194	108.57045919050647	108.27443282423668	109.2903025663386	110.30617230843988
195	108.85764828893012	108.49618429088525	109.28726112930215	110.07833796771764
196	107.72791199328547	107.42310127795503	108.90034048677906	110.37757969560309
197	109.22376883637416	108.93153379286852	109.59329880851766	110.25506382416653
198	107.88818707570087	107.57247329173452	108.82456848382905	110.07666367592385
199	108.58286735299451	108.12522897677276	109.18903809020198	110.25284720363028
200	107.87764508024969	107.5284713556727	108.86352069690048	110.19857003812864
201	108.63106912063932	108.29220945092446	109.31341329398323	110.33461713704165
202	107.53545648604002	107.23697586989451	108.32002616772786	109.40307646556067
203	108.33791111440229	107.76099789140608	108.98494672700275	110.20889556259942
204	107.49448002692496	107.14098096583695	108.79849785427949	110.4560147427221
205	108.29741309942908	107.92942047124049	109.13865387426219	110.3478872772837
206	108.13379293450569	107.82313649069745	109.08481275237627	110.34648901405532
207	108.68403677001793	108.36631779661685	109.37014064400535	110.37396349139395
208	108.7769243310124	108.43128966772957	109.38544975651836	110.33960984530758
209	108.94598307422613	108.53969907165423	109.41585807528219	110.29201707890981
210	108.81001047986983	108.45901444969952	109.38087872774422	110.30274300578829
211	108.91990919184758	108.57386281205874	109.3283446446499	110.08282647723975
212	108.28571656867686	108.00457471023763	108.99792081273212	109.99126691522581
213	108.44371330451621	108.00715229605555	109.0169694543101	110.02678661256581
214	108.4027737304574	108.08298421876908	109.12064994021033	110.15831566165154
215	108.49384416397805	108.25295759598764	109.08953734828086	109.92611710057402
216	107.33734098637865	106.92965167248845	108.57757573456729	110.22549979664565
217	108.64280886636487	108.3868655846402	109.37783632088276	110.36880705712605
218	108.0749264642304	107.81973418881654	109.05914413841062	110.29855408800469
219	108.68716141042476	108.29024420318436	109.26231702183173	110.23438984047878
220	108.93914446520004	108.54437139554632	109.46801857734056	110.39166575913504
221	107.29035283973099	107.01970224206971	108.38293298333953	109.74616372460947
222	109.07954212489152	108.61373058486276	109.51349083791638	110.41325109096947
223	108.65286296857633	108.37525899448129	109.28276853164438	110.19027806881031
224	109.24711665510769	108.85377140310563	109.73480533361115	110.61583926411804
225	108.15735929974248	107.9098936682555	108.8870308222618	109.86416797626944
226	108.70830127195269	108.3159404175368	109.2156266610713	110.115312904606
227	108.45895678676547	108.13298749661624	109.10556898060754	110.07815046459864
228	108.82582103048716	108.39676101291634	109.36569605929994	110.33463110568337
229	108.1092366433142	107.79775462153712	108.76217277091952	109.7265909203022
230	107.95790477777376	107.32526697618033	108.62145353039338	109.91764008460682
231	108.74662611162094	108.25372225097301	109.21031562153371	110.16690899209435
232	109.13281943291345	108.75131355109241	109.56320648452916	110.37509941796688
233	107.36902236671764	106.9784158118964	108.26048228213483	109.54254875237415
234	107.9130679118085	107.19172702596218	108.49807349429288	109.8044199626245
235	108.63678237099224	108.1886811375438	109.19635847122996	110.20403580491751
236	108.02186449745518	107.64953912803986	108.86565684599486	110.08177456395052
237	108.34937729279402	107.88991513437682	109.07932099336723	110.26872685235773
238	108.49183289074374	108.13883865588056	109.12834160497104	110.11784455406104
239	108.44351349490428	108.11877118484229	109.07426016020604	110.02974913557085
240	109.56682756074932	109.04753200686247	109.80160437042183	110.55567673398075
241	108.4693574837291	108.13580277885286	109.08375164671844	110.03170051458342
242	109.33922770660995	108.93332092755166	109.71794037184092	110.50255981613067
243	108.41049099297494	107.99785537703126	109.13598043114412	110.27410548525768
244	108.98449219182271	108.67440449629558	109.49321430627893	110.31202411626235
245	108.57988262269737	108.2309820805858	109.16132374749425	110.09166541440204
246	108.85116297850462	108.46262824191936	109.33103223802019	110.19943623412094
247	108.91515205769389	108.44724164999982	109.22569401990096	110.0041463898029
248	109.02892261446898	108.5236534277618	109.4188555928823	110.31405775800208
249	108.04181396496277	107.73862796499863	108.70669341086099	109.67475885672312
250	108.57885042635324	108.03439248378251	109.28692824171763	110.53946399965201
251	108.22084408392813	107.93469745105982	108.86222719936336	109.789756947667
252	106.7881269907463	106.36628265890086	107.88784038766055	109.40939811642096
253	108.80213867759838	108.21041905155882	109.34364922632166	110.47687940108464
254	106.55110188725418	106.23093865056714	107.92899835643708	109.62705806230676
255	107.5802838512639	107.12322137510098	108.28564366760509	109.44806596010913
256	108.5357585640338	107.96339297215854	109.12070955713664	110.27802614211508
257	108.5646881565945	108.1429163941608	109.08224193213941	110.02156747011742
258	108.64553897632896	108.25611586010345	109.20111710937664	110.14611835865047
259	108.54625422200793	108.06441505422072	109.00560904444039	109.94680303466112
260	108.39869711389412	107.87770974834675	109.2520519681489	110.6263941879502
261	107.46657170385198	107.19548860330823	108.35781326020472	109.52013791710188
262	107.73588345038942	107.16277045224435	108.31212365667415	109.46147686110335
263	107.72339662691245	107.09388245324915	108.62723159777994	110.16058074231073
264	108.3797474382275	107.89936494938088	109.12860286793929	110.35784078649696
265	107.49511077389025	107.14772217584654	108.2689775244185	109.3902328729898
266	108.8795503171394	108.3061788672312	109.32743814085175	110.34869741447332
267	108.65602278079407	108.22045464441591	109.1817615768187	110.14306850922031
268	108.31461174786888	107.98793377720565	109.05913201355858	110.13033024991184
269	108.74353455773857	108.32063071901143	109.31493164212394	110.30923256523488
270	107.88876648519894	107.4744439252209	108.81315253995267	110.1518611546844
271	109.19308093523566	108.78986677409067	109.65808170131524	110.52629662854109
272	109.07228688165806	108.6663268117927	109.56177085833656	110.45721490487968
273	108.56016871628549	108.13034606238018	109.24516951134129	110.35999296030222
274	108.46192282711667	108.03520845765318	109.13902146357356	110.2428344694929
275	109.07629804668093	108.59129488398813	109.51626768222697	110.44124048046653
276	108.83905840077149	108.46786048792254	109.40380422622887	110.3397479645363
277	108.78622588019346	108.25754963743786	109.42099586207212	110.58444208670672
278	108.89297452445291	108.41369303231396	109.40149584120978	110.38929865010405
279	108.968173329202	108.42392009530067	109.3549466397271	110.285973184153
280	108.32682713483226	107.88814342144758	109.19056665197334	110.49298988249829
