x	y	total	home	work
4511935.0	5347670.0	1045	678	367
4491178.5	5342258.5	672	438	234
4504581.0	5341783.5	112	51	61
4496678.5	5369763.0	316	210	106
4503278.5	5350340.5	421	273	148
4484340.5	5357249.0	21861	14549	7312
4481427.0	5362646.0	1987	1303	684
4498550.0	5353614.5	759	502	257
4485942.0	5337060.0	1019	656	363
4493682.5	5351729.0	6235	4078	2157
4499590.5	5359250.5	585	379	206
4488325.5	5355454.0	2094	1381	713
4467859.0	5331594.0	27051	18014	9037
4509783.0	5356190.0	230	91	139
4511233.5	5348363.0	202	118	84
4489838.5	5339512.0	2475	1617	858
4505875.0	5356669.0	40	15	25
4499477.0	5362687.5	607	424	183
4497776.0	5346844.0	688	441	247
4510174.0	5342884.0	112	47	65
4475709.0	5343146.5	1757	1162	595
4503791.5	5346582.5	284	173	111
4497936.0	5365234.5	302	201	101
4495707.0	5344803.5	1201	778	423
4485864.0	5343176.0	751	484	267
4493354.0	5352510.5	3734	2474	1260
4487083.0	5345227.5	569	362	207
4488588.0	5348786.0	1019	623	396
