x	y	total	home	work
4511935.0	5347670.0	1294	849	445
4504581.0	5341783.5	862	581	281
4491178.5	5342258.5	753	492	261
4496678.5	5369763.0	421	284	137
4503278.5	5350340.5	480	310	170
4484340.5	5357249.0	22068	14688	7380
4481427.0	5362646.0	2080	1380	700
4498550.0	5353614.5	859	571	288
4485942.0	5337060.0	1093	703	390
4493682.5	5351729.0	7646	5027	2619
4499590.5	5359250.5	688	461	227
4488325.5	5355454.0	2193	1450	743
4467859.0	5331594.0	27380	18235	9145
4509783.0	5356190.0	679	441	238
4511233.5	5348363.0	688	420	268
4489838.5	5339512.0	2630	1739	891
4505875.0	5356669.0	317	210	107
4499477.0	5362687.5	750	499	251
4497776.0	5346844.0	803	530	273
4510174.0	5342884.0	449	292	157
4475709.0	5343146.5	1838	1218	620
4503791.5	5346582.5	406	270	136
4497936.0	5365234.5	401	268	133
4495707.0	5344803.5	1255	806	449
4485864.0	5343176.0	886	575	311
4493354.0	5352510.5	3738	2473	1265
4487083.0	5345227.5	662	438	224
4488588.0	5348786.0	1211	788	423
