x	y	total	home	work
4511935.0	5347670.0	1053	673	380
4504581.0	5341783.5	159	84	75
4491178.5	5342258.5	681	433	248
4496678.5	5369763.0	238	155	83
4503278.5	5350340.5	348	193	155
4484340.5	5357249.0	21621	14273	7348
4481427.0	5362646.0	1804	1142	662
4498550.0	5353614.5	576	309	267
4485942.0	5337060.0	1040	668	372
4493682.5	5351729.0	5954	3752	2202
4499590.5	5359250.5	510	318	192
4488325.5	5355454.0	1477	863	614
4467859.0	5331594.0	27074	17979	9095
4509783.0	5356190.0	260	154	106
4511233.5	5348363.0	571	351	220
4489838.5	5339512.0	2405	1557	848
4505875.0	5356669.0	80	43	37
4499477.0	5362687.5	186	115	71
4497776.0	5346844.0	675	419	256
4510174.0	5342884.0	307	191	116
4475709.0	5343146.5	1770	1163	607
4503791.5	5346582.5	197	99	98
4497936.0	5365234.5	144	80	64
4495707.0	5344803.5	1163	735	428
4485864.0	5343176.0	661	421	240
4493354.0	5352510.5	2512	1356	1156
4487083.0	5345227.5	538	339	199
4488588.0	5348786.0	971	624	347
