x	y	total	home	work
4511935.0	5347670.0	1459	981	478
4504581.0	5341783.5	1011	661	350
4491178.5	5342258.5	781	516	265
4496678.5	5369763.0	384	261	123
4503278.5	5350340.5	512	329	183
4484340.5	5357249.0	22115	14735	7380
4481427.0	5362646.0	2129	1414	715
4498550.0	5353614.5	995	661	334
4485942.0	5337060.0	1108	718	390
4493682.5	5351729.0	7662	5024	2638
4499590.5	5359250.5	618	400	218
4488325.5	5355454.0	2225	1476	749
4467859.0	5331594.0	27423	18278	9145
4509783.0	5356190.0	1035	689	346
4511233.5	5348363.0	900	561	339
4489838.5	5339512.0	2732	1817	915
4505875.0	5356669.0	359	240	119
4499477.0	5362687.5	687	415	272
4497776.0	5346844.0	814	539	275
4510174.0	5342884.0	635	420	215
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	516	347	169
4497936.0	5365234.5	382	247	135
4495707.0	5344803.5	1331	881	450
4485864.0	5343176.0	1037	688	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	736	486	250
4488588.0	5348786.0	1277	842	435
