x	y	total	home	work
4511935.0	5347670.0	1042	676	366
4491178.5	5342258.5	659	425	234
4504581.0	5341783.5	110	50	60
4496678.5	5369763.0	270	180	90
4503278.5	5350340.5	416	271	145
4484340.5	5357249.0	21843	14530	7313
4481427.0	5362646.0	1955	1281	674
4498550.0	5353614.5	743	490	253
4485942.0	5337060.0	1017	654	363
4493682.5	5351729.0	6066	3964	2102
4499590.5	5359250.5	606	408	198
4488325.5	5355454.0	1855	1199	656
4467859.0	5331594.0	27024	17986	9038
4509783.0	5356190.0	217	76	141
4511233.5	5348363.0	184	114	70
4489838.5	5339512.0	2405	1555	850
4505875.0	5356669.0	31	12	19
4499477.0	5362687.5	563	406	157
4497776.0	5346844.0	661	416	245
4510174.0	5342884.0	116	47	69
4475709.0	5343146.5	1749	1154	595
4503791.5	5346582.5	228	124	104
4497936.0	5365234.5	287	196	91
4495707.0	5344803.5	1188	767	421
4485864.0	5343176.0	628	389	239
4493354.0	5352510.5	3498	2299	1199
4487083.0	5345227.5	498	297	201
4488588.0	5348786.0	827	455	372
