x	y	total	home	work
4511935.0	5347670.0	1050	673	377
4504581.0	5341783.5	212	114	98
4491178.5	5342258.5	685	433	252
4496678.5	5369763.0	229	147	82
4503278.5	5350340.5	352	196	156
4484340.5	5357249.0	21586	14235	7351
4481427.0	5362646.0	1781	1118	663
4498550.0	5353614.5	578	310	268
4485942.0	5337060.0	1048	672	376
4493682.5	5351729.0	6099	3849	2250
4499590.5	5359250.5	517	322	195
4488325.5	5355454.0	1394	816	578
4467859.0	5331594.0	27084	17981	9103
4509783.0	5356190.0	390	231	159
4511233.5	5348363.0	590	362	228
4489838.5	5339512.0	2403	1552	851
4505875.0	5356669.0	117	72	45
4499477.0	5362687.5	178	103	75
4497776.0	5346844.0	683	423	260
4510174.0	5342884.0	331	213	118
4475709.0	5343146.5	1769	1159	610
4503791.5	5346582.5	199	99	100
4497936.0	5365234.5	133	71	62
4495707.0	5344803.5	1171	738	433
4485864.0	5343176.0	665	420	245
4493354.0	5352510.5	2382	1272	1110
4487083.0	5345227.5	548	346	202
4488588.0	5348786.0	977	627	350
