x	y	total	home	work
4511935.0	5347670.0	1350	905	445
4504581.0	5341783.5	914	580	334
4491178.5	5342258.5	776	511	265
4496678.5	5369763.0	409	281	128
4503278.5	5350340.5	503	323	180
4484340.5	5357249.0	22098	14718	7380
4498550.0	5353614.5	1000	661	339
4481427.0	5362646.0	2120	1411	709
4485942.0	5337060.0	1105	715	390
4493682.5	5351729.0	7669	5029	2640
4499590.5	5359250.5	699	440	259
4488325.5	5355454.0	2219	1473	746
4467859.0	5331594.0	27419	18274	9145
4509783.0	5356190.0	928	618	310
4511233.5	5348363.0	811	526	285
4489838.5	5339512.0	2732	1817	915
4505875.0	5356669.0	363	236	127
4499477.0	5362687.5	757	472	285
4497776.0	5346844.0	809	534	275
4510174.0	5342884.0	482	324	158
4475709.0	5343146.5	1847	1227	620
4497936.0	5365234.5	417	269	148
4503791.5	5346582.5	502	336	166
4495707.0	5344803.5	1263	813	450
4485864.0	5343176.0	1035	685	350
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	729	479	250
4488588.0	5348786.0	1275	840	435
