x	y	total	home	work
4511935.0	5347670.0	1291	846	445
4504581.0	5341783.5	863	579	284
4491178.5	5342258.5	748	488	260
4496678.5	5369763.0	424	284	140
4503278.5	5350340.5	491	315	176
4484340.5	5357249.0	22071	14691	7380
4481427.0	5362646.0	2071	1371	700
4498550.0	5353614.5	862	572	290
4485942.0	5337060.0	1092	703	389
4493682.5	5351729.0	7711	5072	2639
4499590.5	5359250.5	689	459	230
4488325.5	5355454.0	2195	1454	741
4467859.0	5331594.0	27367	18224	9143
4509783.0	5356190.0	801	532	269
4511233.5	5348363.0	793	511	282
4489838.5	5339512.0	2603	1726	877
4505875.0	5356669.0	315	205	110
4499477.0	5362687.5	757	506	251
4497776.0	5346844.0	802	527	275
4510174.0	5342884.0	446	291	155
4475709.0	5343146.5	1839	1219	620
4503791.5	5346582.5	403	265	138
4497936.0	5365234.5	402	266	136
4495707.0	5344803.5	1250	800	450
4485864.0	5343176.0	824	532	292
4493354.0	5352510.5	3720	2455	1265
4487083.0	5345227.5	647	423	224
4488588.0	5348786.0	1182	766	416
