x	y	total	home	work
4511935.0	5347670.0	1037	671	366
4491178.5	5342258.5	641	411	230
4504581.0	5341783.5	106	49	57
4496678.5	5369763.0	237	154	83
4503278.5	5350340.5	368	229	139
4484340.5	5357249.0	21785	14473	7312
4481427.0	5362646.0	1896	1226	670
4498550.0	5353614.5	666	416	250
4485942.0	5337060.0	1010	650	360
4493682.5	5351729.0	5488	3568	1920
4499590.5	5359250.5	528	334	194
4488325.5	5355454.0	1614	1008	606
4467859.0	5331594.0	26955	17918	9037
4509783.0	5356190.0	189	75	114
4511233.5	5348363.0	157	88	69
4489838.5	5339512.0	2364	1531	833
4505875.0	5356669.0	32	12	20
4499477.0	5362687.5	317	203	114
4497776.0	5346844.0	658	415	243
4510174.0	5342884.0	111	47	64
4475709.0	5343146.5	1740	1147	593
4503791.5	5346582.5	206	106	100
4497936.0	5365234.5	205	129	76
4495707.0	5344803.5	1164	749	415
4485864.0	5343176.0	551	329	222
4493354.0	5352510.5	3157	2001	1156
4487083.0	5345227.5	444	253	191
4488588.0	5348786.0	710	366	344
