x	y	total	home	work
4511935.0	5347670.0	1246	801	445
4504581.0	5341783.5	825	550	275
4491178.5	5342258.5	739	479	260
4496678.5	5369763.0	420	278	142
4503278.5	5350340.5	483	308	175
4484340.5	5357249.0	22036	14656	7380
4481427.0	5362646.0	2045	1345	700
4498550.0	5353614.5	856	566	290
4485942.0	5337060.0	1087	698	389
4493682.5	5351729.0	7589	4950	2639
4499590.5	5359250.5	678	452	226
4488325.5	5355454.0	2161	1421	740
4467859.0	5331594.0	27323	18185	9138
4509783.0	5356190.0	785	517	268
4511233.5	5348363.0	792	510	282
4489838.5	5339512.0	2530	1665	865
4505875.0	5356669.0	307	199	108
4499477.0	5362687.5	745	493	252
4497776.0	5346844.0	791	516	275
4510174.0	5342884.0	443	289	154
4475709.0	5343146.5	1826	1206	620
4503791.5	5346582.5	383	247	136
4497936.0	5365234.5	388	257	131
4495707.0	5344803.5	1247	797	450
4485864.0	5343176.0	768	502	266
4493354.0	5352510.5	3626	2361	1265
4487083.0	5345227.5	602	388	214
4488588.0	5348786.0	1124	716	408
