x	y	total	home	work
4511935.0	5347670.0	1081	675	406
4504581.0	5341783.5	357	230	127
4491178.5	5342258.5	698	439	259
4496678.5	5369763.0	247	157	90
4503278.5	5350340.5	363	202	161
4484340.5	5357249.0	21716	14348	7368
4481427.0	5362646.0	1864	1179	685
4498550.0	5353614.5	584	316	268
4485942.0	5337060.0	1071	683	388
4493682.5	5351729.0	6505	4056	2449
4499590.5	5359250.5	569	362	207
4488325.5	5355454.0	1525	912	613
4467859.0	5331594.0	27145	18009	9136
4509783.0	5356190.0	709	464	245
4511233.5	5348363.0	672	400	272
4489838.5	5339512.0	2426	1562	864
4505875.0	5356669.0	205	135	70
4499477.0	5362687.5	265	175	90
4497776.0	5346844.0	697	430	267
4510174.0	5342884.0	363	228	135
4475709.0	5343146.5	1793	1174	619
4503791.5	5346582.5	201	104	97
4497936.0	5365234.5	163	90	73
4495707.0	5344803.5	1190	749	441
4485864.0	5343176.0	680	430	250
4493354.0	5352510.5	2436	1283	1153
4487083.0	5345227.5	572	361	211
4488588.0	5348786.0	1011	645	366
