x	y	total	home	work
4511935.0	5347670.0	1515	1009	506
4504581.0	5341783.5	1012	663	349
4491178.5	5342258.5	784	519	265
4496678.5	5369763.0	376	256	120
4503278.5	5350340.5	510	328	182
4484340.5	5357249.0	22113	14733	7380
4481427.0	5362646.0	2129	1413	716
4498550.0	5353614.5	996	659	337
4485942.0	5337060.0	1106	716	390
4493682.5	5351729.0	7651	5013	2638
4499590.5	5359250.5	602	385	217
4488325.5	5355454.0	2224	1476	748
4467859.0	5331594.0	27421	18276	9145
4509783.0	5356190.0	1136	756	380
4511233.5	5348363.0	965	622	343
4489838.5	5339512.0	2732	1817	915
4505875.0	5356669.0	423	287	136
4499477.0	5362687.5	695	421	274
4497776.0	5346844.0	817	542	275
4510174.0	5342884.0	708	481	227
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	517	348	169
4497936.0	5365234.5	377	240	137
4495707.0	5344803.5	1330	880	450
4485864.0	5343176.0	1040	691	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	733	483	250
4488588.0	5348786.0	1281	846	435
