x	y	total	home	work
4511935.0	5347670.0	1074	704	370
4491178.5	5342258.5	701	461	240
4504581.0	5341783.5	109	50	59
4496678.5	5369763.0	519	326	193
4503278.5	5350340.5	438	288	150
4484340.5	5357249.0	21891	14576	7315
4481427.0	5362646.0	1993	1298	695
4498550.0	5353614.5	812	539	273
4485942.0	5337060.0	1039	674	365
4493682.5	5351729.0	6542	4318	2224
4499590.5	5359250.5	711	422	289
4488325.5	5355454.0	2146	1426	720
4467859.0	5331594.0	27087	18047	9040
4509783.0	5356190.0	242	95	147
4511233.5	5348363.0	211	122	89
4489838.5	5339512.0	2594	1706	888
4505875.0	5356669.0	34	13	21
4499477.0	5362687.5	924	552	372
4497776.0	5346844.0	739	489	250
4510174.0	5342884.0	112	47	65
4475709.0	5343146.5	1769	1174	595
4497936.0	5365234.5	447	269	178
4503791.5	5346582.5	367	247	120
4495707.0	5344803.5	1231	806	425
4485864.0	5343176.0	910	602	308
4493354.0	5352510.5	3747	2482	1265
4487083.0	5345227.5	638	418	220
4488588.0	5348786.0	1201	791	410
