x	y	total	home	work
4511935.0	5347670.0	1693	1138	555
4504581.0	5341783.5	1139	756	383
4491178.5	5342258.5	783	518	265
4496678.5	5369763.0	396	272	124
4503278.5	5350340.5	525	336	189
4484340.5	5357249.0	22113	14733	7380
4481427.0	5362646.0	2134	1414	720
4498550.0	5353614.5	1016	671	345
4485942.0	5337060.0	1114	724	390
4493682.5	5351729.0	7570	4937	2633
4499590.5	5359250.5	549	340	209
4488325.5	5355454.0	2224	1474	750
4467859.0	5331594.0	27419	18274	9145
4509783.0	5356190.0	1453	956	497
4511233.5	5348363.0	1238	813	425
4489838.5	5339512.0	2736	1821	915
4505875.0	5356669.0	488	328	160
4499477.0	5362687.5	640	358	282
4497776.0	5346844.0	809	534	275
4510174.0	5342884.0	984	654	330
4475709.0	5343146.5	1845	1225	620
4503791.5	5346582.5	517	348	169
4497936.0	5365234.5	376	231	145
4495707.0	5344803.5	1331	881	450
4485864.0	5343176.0	1039	689	350
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	735	485	250
4488588.0	5348786.0	1278	843	435
