x	y	total	home	work
4511935.0	5347670.0	1695	1140	555
4504581.0	5341783.5	1082	713	369
4491178.5	5342258.5	786	521	265
4496678.5	5369763.0	382	264	118
4503278.5	5350340.5	527	340	187
4484340.5	5357249.0	22116	14736	7380
4481427.0	5362646.0	2131	1412	719
4498550.0	5353614.5	1006	667	339
4485942.0	5337060.0	1110	720	390
4493682.5	5351729.0	7635	5000	2635
4499590.5	5359250.5	610	391	219
4488325.5	5355454.0	2223	1474	749
4467859.0	5331594.0	27418	18273	9145
4509783.0	5356190.0	1406	930	476
4511233.5	5348363.0	1230	813	417
4489838.5	5339512.0	2734	1819	915
4505875.0	5356669.0	457	303	154
4499477.0	5362687.5	662	388	274
4497776.0	5346844.0	812	537	275
4510174.0	5342884.0	944	629	315
4475709.0	5343146.5	1847	1227	620
4503791.5	5346582.5	521	351	170
4497936.0	5365234.5	374	233	141
4495707.0	5344803.5	1332	882	450
4485864.0	5343176.0	1038	689	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	736	486	250
4488588.0	5348786.0	1277	842	435
