x	y	total	home	work
4511935.0	5347670.0	1103	685	418
4504581.0	5341783.5	487	334	153
4491178.5	5342258.5	702	442	260
4496678.5	5369763.0	312	199	113
4503278.5	5350340.5	376	207	169
4484340.5	5357249.0	21838	14461	7377
4481427.0	5362646.0	1934	1240	694
4498550.0	5353614.5	790	506	284
4485942.0	5337060.0	1076	687	389
4493682.5	5351729.0	6869	4285	2584
4499590.5	5359250.5	632	415	217
4488325.5	5355454.0	1662	1018	644
4467859.0	5331594.0	27174	18035	9139
4509783.0	5356190.0	748	494	254
4511233.5	5348363.0	705	429	276
4489838.5	5339512.0	2436	1571	865
4505875.0	5356669.0	224	151	73
4499477.0	5362687.5	542	381	161
4497776.0	5346844.0	718	445	273
4510174.0	5342884.0	397	249	148
4475709.0	5343146.5	1801	1181	620
4503791.5	5346582.5	253	142	111
4497936.0	5365234.5	309	197	112
4495707.0	5344803.5	1202	756	446
4485864.0	5343176.0	683	432	251
4493354.0	5352510.5	2756	1605	1151
4487083.0	5345227.5	581	368	213
4488588.0	5348786.0	1043	668	375
