x	y	total	home	work
4511935.0	5347670.0	1283	838	445
4504581.0	5341783.5	865	585	280
4491178.5	5342258.5	751	490	261
4496678.5	5369763.0	426	284	142
4503278.5	5350340.5	489	314	175
4484340.5	5357249.0	22083	14703	7380
4481427.0	5362646.0	2073	1373	700
4498550.0	5353614.5	863	573	290
4485942.0	5337060.0	1090	701	389
4493682.5	5351729.0	7744	5105	2639
4499590.5	5359250.5	691	461	230
4488325.5	5355454.0	2191	1451	740
4467859.0	5331594.0	27370	18225	9145
4509783.0	5356190.0	804	534	270
4511233.5	5348363.0	796	511	285
4489838.5	5339512.0	2617	1729	888
4505875.0	5356669.0	319	208	111
4499477.0	5362687.5	757	505	252
4497776.0	5346844.0	805	530	275
4510174.0	5342884.0	445	290	155
4475709.0	5343146.5	1838	1218	620
4503791.5	5346582.5	403	267	136
4497936.0	5365234.5	397	263	134
4495707.0	5344803.5	1255	805	450
4485864.0	5343176.0	864	572	292
4493354.0	5352510.5	3724	2459	1265
4487083.0	5345227.5	648	421	227
4488588.0	5348786.0	1175	762	413
