x	y	total	home	work
4511935.0	5347670.0	1071	701	370
4491178.5	5342258.5	699	459	240
4504581.0	5341783.5	112	52	60
4496678.5	5369763.0	531	332	199
4503278.5	5350340.5	440	290	150
4484340.5	5357249.0	21894	14579	7315
4481427.0	5362646.0	1991	1296	695
4498550.0	5353614.5	815	542	273
4485942.0	5337060.0	1036	671	365
4493682.5	5351729.0	6558	4333	2225
4499590.5	5359250.5	724	435	289
4488325.5	5355454.0	2146	1426	720
4467859.0	5331594.0	27088	18048	9040
4509783.0	5356190.0	238	101	137
4511233.5	5348363.0	207	113	94
4489838.5	5339512.0	2588	1699	889
4505875.0	5356669.0	37	15	22
4499477.0	5362687.5	957	581	376
4497776.0	5346844.0	741	491	250
4510174.0	5342884.0	111	48	63
4475709.0	5343146.5	1774	1179	595
4497936.0	5365234.5	469	287	182
4503791.5	5346582.5	371	251	120
4495707.0	5344803.5	1244	819	425
4485864.0	5343176.0	912	606	306
4493354.0	5352510.5	3748	2483	1265
4487083.0	5345227.5	636	416	220
4488588.0	5348786.0	1205	795	410
