x	y	total	home	work
4511935.0	5347670.0	1039	673	366
4491178.5	5342258.5	650	420	230
4504581.0	5341783.5	110	50	60
4496678.5	5369763.0	251	161	90
4503278.5	5350340.5	405	260	145
4484340.5	5357249.0	21814	14503	7311
4481427.0	5362646.0	1921	1251	670
4498550.0	5353614.5	727	479	248
4485942.0	5337060.0	1013	653	360
4493682.5	5351729.0	5871	3807	2064
4499590.5	5359250.5	592	399	193
4488325.5	5355454.0	1690	1071	619
4467859.0	5331594.0	26981	17944	9037
4509783.0	5356190.0	198	80	118
4511233.5	5348363.0	169	95	74
4489838.5	5339512.0	2396	1556	840
4505875.0	5356669.0	30	11	19
4499477.0	5362687.5	517	375	142
4497776.0	5346844.0	658	413	245
4510174.0	5342884.0	106	46	60
4475709.0	5343146.5	1744	1149	595
4503791.5	5346582.5	214	115	99
4497936.0	5365234.5	272	188	84
4495707.0	5344803.5	1175	760	415
4485864.0	5343176.0	572	344	228
4493354.0	5352510.5	3339	2186	1153
4487083.0	5345227.5	458	264	194
4488588.0	5348786.0	754	403	351
