x	y	total	home	work
4511935.0	5347670.0	1106	684	422
4504581.0	5341783.5	484	323	161
4491178.5	5342258.5	705	446	259
4496678.5	5369763.0	298	189	109
4503278.5	5350340.5	374	202	172
4484340.5	5357249.0	21829	14453	7376
4481427.0	5362646.0	1930	1235	695
4498550.0	5353614.5	722	444	278
4485942.0	5337060.0	1072	683	389
4493682.5	5351729.0	6787	4225	2562
4499590.5	5359250.5	623	406	217
4488325.5	5355454.0	1678	1032	646
4467859.0	5331594.0	27169	18031	9138
4509783.0	5356190.0	751	496	255
4511233.5	5348363.0	698	423	275
4489838.5	5339512.0	2433	1568	865
4505875.0	5356669.0	219	146	73
4499477.0	5362687.5	474	327	147
4497776.0	5346844.0	715	444	271
4510174.0	5342884.0	386	243	143
4475709.0	5343146.5	1801	1181	620
4503791.5	5346582.5	241	134	107
4497936.0	5365234.5	253	156	97
4495707.0	5344803.5	1203	756	447
4485864.0	5343176.0	681	431	250
4493354.0	5352510.5	2658	1488	1170
4487083.0	5345227.5	579	367	212
4488588.0	5348786.0	1031	665	366
