x	y	total	home	work
4511935.0	5347670.0	1692	1138	554
4504581.0	5341783.5	1074	707	367
4491178.5	5342258.5	786	521	265
4496678.5	5369763.0	383	267	116
4503278.5	5350340.5	522	336	186
4484340.5	5357249.0	22112	14732	7380
4481427.0	5362646.0	2130	1411	719
4498550.0	5353614.5	1003	667	336
4485942.0	5337060.0	1110	720	390
4493682.5	5351729.0	7634	5001	2633
4499590.5	5359250.5	625	407	218
4488325.5	5355454.0	2220	1470	750
4467859.0	5331594.0	27423	18278	9145
4509783.0	5356190.0	1406	936	470
4511233.5	5348363.0	1213	793	420
4489838.5	5339512.0	2734	1819	915
4505875.0	5356669.0	459	303	156
4499477.0	5362687.5	653	379	274
4497776.0	5346844.0	816	541	275
4510174.0	5342884.0	934	622	312
4475709.0	5343146.5	1845	1225	620
4503791.5	5346582.5	520	350	170
4497936.0	5365234.5	377	237	140
4495707.0	5344803.5	1329	879	450
4485864.0	5343176.0	1037	688	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	738	488	250
4488588.0	5348786.0	1279	844	435
