x	y	total	home	work
4511935.0	5347670.0	1195	753	442
4504581.0	5341783.5	743	492	251
4491178.5	5342258.5	713	453	260
4496678.5	5369763.0	385	248	137
4503278.5	5350340.5	476	302	174
4484340.5	5357249.0	21963	14583	7380
4481427.0	5362646.0	2013	1313	700
4498550.0	5353614.5	846	556	290
4485942.0	5337060.0	1083	694	389
4493682.5	5351729.0	7315	4685	2630
4499590.5	5359250.5	663	437	226
4488325.5	5355454.0	2096	1358	738
4467859.0	5331594.0	27255	18122	9133
4509783.0	5356190.0	768	507	261
4511233.5	5348363.0	782	499	283
4489838.5	5339512.0	2435	1570	865
4505875.0	5356669.0	299	189	110
4499477.0	5362687.5	684	472	212
4497776.0	5346844.0	780	505	275
4510174.0	5342884.0	424	273	151
4475709.0	5343146.5	1816	1196	620
4503791.5	5346582.5	354	222	132
4497936.0	5365234.5	367	245	122
4495707.0	5344803.5	1236	786	450
4485864.0	5343176.0	723	460	263
4493354.0	5352510.5	3545	2284	1261
4487083.0	5345227.5	528	317	211
4488588.0	5348786.0	934	536	398
