x	y	total	home	work
4511935.0	5347670.0	1195	753	442
4504581.0	5341783.5	755	495	260
4491178.5	5342258.5	716	456	260
4496678.5	5369763.0	389	252	137
4503278.5	5350340.5	470	296	174
4484340.5	5357249.0	21962	14582	7380
4481427.0	5362646.0	2013	1313	700
4498550.0	5353614.5	850	560	290
4485942.0	5337060.0	1082	693	389
4493682.5	5351729.0	7349	4716	2633
4499590.5	5359250.5	665	441	224
4488325.5	5355454.0	2110	1370	740
4467859.0	5331594.0	27270	18134	9136
4509783.0	5356190.0	774	514	260
4511233.5	5348363.0	784	499	285
4489838.5	5339512.0	2436	1571	865
4505875.0	5356669.0	302	198	104
4499477.0	5362687.5	696	475	221
4497776.0	5346844.0	784	509	275
4510174.0	5342884.0	429	274	155
4475709.0	5343146.5	1817	1197	620
4503791.5	5346582.5	357	225	132
4497936.0	5365234.5	371	245	126
4495707.0	5344803.5	1237	787	450
4485864.0	5343176.0	725	467	258
4493354.0	5352510.5	3558	2297	1261
4487083.0	5345227.5	544	331	213
4488588.0	5348786.0	949	548	401
