Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
524	16:44:42	16:44:42	16:44:42	16:44:42	16:44:42	16:44:42			16:44:42	16:44:42	16:44:43	16:44:43	16:45:06	16:45:06	16:45:06	16:45:06	16:45:06	16:45:06			16:45:09	16:45:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
525	16:45:10	16:45:10	16:45:10	16:45:10	16:45:10	16:45:10			16:45:10	16:45:10	16:45:10	16:45:10	16:45:32	16:45:32	16:45:32	16:45:32	16:45:32	16:45:32			16:45:35	16:45:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
526	16:45:36	16:45:36	16:45:36	16:45:36	16:45:36	16:45:36			16:45:36	16:45:36	16:45:36	16:45:36	16:45:56	16:45:56	16:45:57	16:45:57	16:45:57	16:45:57			16:45:59	16:45:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
527	16:46:00	16:46:00	16:46:00	16:46:00	16:46:00	16:46:00			16:46:00	16:46:00	16:46:00	16:46:00	16:46:22	16:46:22	16:46:22	16:46:22	16:46:22	16:46:22			16:46:25	16:46:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
528	16:46:25	16:46:25	16:46:25	16:46:25	16:46:26	16:46:26			16:46:26	16:46:26	16:46:26	16:46:26	16:46:47	16:46:47	16:46:47	16:46:47	16:46:47	16:46:47			16:46:50	16:46:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
529	16:46:50	16:46:50	16:46:50	16:46:50	16:46:50	16:46:50			16:46:50	16:46:50	16:46:51	16:46:51	16:47:12	16:47:12	16:47:12	16:47:12	16:47:12	16:47:12			16:47:15	16:47:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
530	16:47:16	16:47:16	16:47:16	16:47:16	16:47:16	16:47:16			16:47:16	16:47:16	16:47:16	16:47:16	16:47:37	16:47:37	16:47:37	16:47:37	16:47:37	16:47:37	16:47:37	16:47:37	16:47:42	16:47:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
531	16:47:42	16:47:42	16:47:42	16:47:42	16:47:43	16:47:43			16:47:43	16:47:43	16:47:43	16:47:43	16:48:04	16:48:04	16:48:05	16:48:05	16:48:05	16:48:05			16:48:07	16:48:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
532	16:48:08	16:48:08	16:48:08	16:48:08	16:48:08	16:48:08			16:48:08	16:48:08	16:48:08	16:48:08	16:48:29	16:48:29	16:48:30	16:48:30	16:48:30	16:48:30			16:48:33	16:48:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
533	16:48:33	16:48:33	16:48:33	16:48:33	16:48:33	16:48:33			16:48:33	16:48:33	16:48:33	16:48:33	16:49:00	16:49:00	16:49:00	16:49:00	16:49:00	16:49:00			16:49:03	16:49:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:26	00:00:00	00:00:00		00:00:02	00:00:29
534	16:49:03	16:49:03	16:49:03	16:49:03	16:49:03	16:49:03			16:49:03	16:49:03	16:49:04	16:49:04	16:49:25	16:49:25	16:49:25	16:49:25	16:49:25	16:49:25			16:49:28	16:49:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
535	16:49:28	16:49:28	16:49:28	16:49:28	16:49:28	16:49:28			16:49:28	16:49:28	16:49:29	16:49:29	16:49:50	16:49:50	16:49:50	16:49:50	16:49:50	16:49:50			16:49:53	16:49:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
536	16:49:54	16:49:54	16:49:54	16:49:54	16:49:54	16:49:54			16:49:54	16:49:54	16:49:54	16:49:54	16:50:15	16:50:15	16:50:15	16:50:15	16:50:15	16:50:15			16:50:18	16:50:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
537	16:50:19	16:50:19	16:50:19	16:50:19	16:50:19	16:50:19			16:50:19	16:50:19	16:50:19	16:50:19	16:50:42	16:50:42	16:50:42	16:50:42	16:50:42	16:50:42			16:50:45	16:50:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
538	16:50:46	16:50:46	16:50:46	16:50:46	16:50:46	16:50:46			16:50:46	16:50:46	16:50:46	16:50:46	16:51:07	16:51:07	16:51:07	16:51:07	16:51:07	16:51:07			16:51:10	16:51:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
539	16:51:10	16:51:10	16:51:10	16:51:10	16:51:10	16:51:10			16:51:10	16:51:10	16:51:10	16:51:10	16:51:33	16:51:33	16:51:33	16:51:33	16:51:33	16:51:33			16:51:36	16:51:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
540	16:51:37	16:51:37	16:51:37	16:51:37	16:51:37	16:51:37			16:51:37	16:51:37	16:51:37	16:51:37	16:51:58	16:51:58	16:51:58	16:51:58	16:51:58	16:51:58	16:51:58	16:51:58	16:52:04	16:52:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:05	00:00:27
541	16:52:05	16:52:05	16:52:05	16:52:05	16:52:05	16:52:05			16:52:05	16:52:05	16:52:05	16:52:05	16:52:28	16:52:28	16:52:28	16:52:28	16:52:28	16:52:28			16:52:31	16:52:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
542	16:52:32	16:52:32	16:52:32	16:52:32	16:52:32	16:52:32			16:52:32	16:52:32	16:52:32	16:52:32	16:52:54	16:52:54	16:52:54	16:52:54	16:52:54	16:52:54			16:52:57	16:52:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
543	16:52:58	16:52:58	16:52:58	16:52:58	16:52:58	16:52:58			16:52:58	16:52:58	16:52:58	16:52:58	16:53:21	16:53:21	16:53:21	16:53:21	16:53:21	16:53:21			16:53:24	16:53:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
544	16:53:25	16:53:25	16:53:25	16:53:25	16:53:25	16:53:25			16:53:25	16:53:25	16:53:25	16:53:25	16:53:46	16:53:46	16:53:46	16:53:46	16:53:46	16:53:46			16:53:49	16:53:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
545	16:53:50	16:53:50	16:53:50	16:53:50	16:53:50	16:53:50			16:53:50	16:53:50	16:53:50	16:53:50	16:54:13	16:54:13	16:54:13	16:54:13	16:54:13	16:54:13			16:54:16	16:54:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
546	16:54:17	16:54:17	16:54:17	16:54:17	16:54:17	16:54:17			16:54:17	16:54:17	16:54:17	16:54:17	16:54:38	16:54:38	16:54:38	16:54:38	16:54:38	16:54:38			16:54:41	16:54:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
547	16:54:42	16:54:42	16:54:42	16:54:42	16:54:42	16:54:42			16:54:42	16:54:42	16:54:42	16:54:42	16:55:02	16:55:02	16:55:03	16:55:03	16:55:03	16:55:03			16:55:05	16:55:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
548	16:55:06	16:55:06	16:55:06	16:55:06	16:55:06	16:55:06			16:55:06	16:55:06	16:55:06	16:55:06	16:55:28	16:55:28	16:55:28	16:55:28	16:55:28	16:55:28			16:55:31	16:55:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
549	16:55:32	16:55:32	16:55:32	16:55:32	16:55:32	16:55:32			16:55:32	16:55:32	16:55:32	16:55:32	16:55:53	16:55:53	16:55:53	16:55:53	16:55:53	16:55:53			16:55:56	16:55:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
550	16:55:57	16:55:57	16:55:57	16:55:57	16:55:57	16:55:57			16:55:57	16:55:57	16:55:57	16:55:57	16:56:18	16:56:18	16:56:18	16:56:18	16:56:18	16:56:18	16:56:18	16:56:18	16:56:23	16:56:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
551	16:56:23	16:56:23	16:56:23	16:56:23	16:56:23	16:56:23			16:56:23	16:56:23	16:56:24	16:56:24	16:56:44	16:56:44	16:56:44	16:56:44	16:56:44	16:56:44			16:56:47	16:56:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
552	16:56:48	16:56:48	16:56:48	16:56:48	16:56:48	16:56:48			16:56:48	16:56:48	16:56:48	16:56:48	16:57:10	16:57:10	16:57:10	16:57:10	16:57:10	16:57:10			16:57:13	16:57:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
553	16:57:14	16:57:14	16:57:14	16:57:14	16:57:14	16:57:14			16:57:14	16:57:14	16:57:14	16:57:14	16:57:35	16:57:35	16:57:35	16:57:35	16:57:35	16:57:35			16:57:38	16:57:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
554	16:57:38	16:57:38	16:57:38	16:57:38	16:57:39	16:57:39			16:57:39	16:57:39	16:57:39	16:57:39	16:58:01	16:58:01	16:58:02	16:58:02	16:58:02	16:58:02			16:58:04	16:58:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
555	16:58:05	16:58:05	16:58:05	16:58:05	16:58:05	16:58:05			16:58:05	16:58:05	16:58:05	16:58:05	16:58:26	16:58:26	16:58:27	16:58:27	16:58:27	16:58:27			16:58:30	16:58:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
556	16:58:30	16:58:30	16:58:30	16:58:30	16:58:30	16:58:30			16:58:30	16:58:30	16:58:31	16:58:31	16:58:53	16:58:53	16:58:53	16:58:53	16:58:53	16:58:53			16:58:56	16:58:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
557	16:58:57	16:58:57	16:58:57	16:58:57	16:58:57	16:58:57			16:58:57	16:58:57	16:58:57	16:58:57	16:59:18	16:59:18	16:59:18	16:59:18	16:59:18	16:59:18			16:59:21	16:59:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
558	16:59:22	16:59:22	16:59:22	16:59:22	16:59:22	16:59:22			16:59:22	16:59:22	16:59:22	16:59:22	16:59:45	16:59:45	16:59:45	16:59:45	16:59:45	16:59:45			16:59:48	16:59:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
559	16:59:49	16:59:49	16:59:49	16:59:49	16:59:49	16:59:49			16:59:49	16:59:49	16:59:49	16:59:49	17:00:10	17:00:10	17:00:10	17:00:10	17:00:10	17:00:10			17:00:13	17:00:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
560	17:00:14	17:00:14	17:00:14	17:00:14	17:00:14	17:00:14			17:00:14	17:00:14	17:00:14	17:00:14	17:00:38	17:00:38	17:00:38	17:00:38	17:00:38	17:00:38	17:00:38	17:00:38	17:00:43	17:00:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00	00:00:00	00:00:05	00:00:29
561	17:00:44	17:00:44	17:00:44	17:00:44	17:00:44	17:00:44			17:00:44	17:00:44	17:00:44	17:00:44	17:01:06	17:01:06	17:01:06	17:01:06	17:01:06	17:01:06			17:01:08	17:01:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
562	17:01:09	17:01:09	17:01:09	17:01:09	17:01:09	17:01:09			17:01:10	17:01:10	17:01:10	17:01:10	17:01:33	17:01:33	17:01:33	17:01:33	17:01:33	17:01:33			17:01:36	17:01:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
563	17:01:37	17:01:37	17:01:37	17:01:37	17:01:37	17:01:37			17:01:37	17:01:37	17:01:37	17:01:37	17:01:58	17:01:58	17:01:58	17:01:58	17:01:58	17:01:58			17:02:01	17:02:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
564	17:02:01	17:02:01	17:02:01	17:02:01	17:02:01	17:02:01			17:02:01	17:02:01	17:02:01	17:02:01	17:02:23	17:02:23	17:02:23	17:02:23	17:02:23	17:02:23			17:02:26	17:02:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
565	17:02:26	17:02:26	17:02:26	17:02:26	17:02:27	17:02:27			17:02:27	17:02:27	17:02:27	17:02:27	17:02:48	17:02:48	17:02:48	17:02:48	17:02:48	17:02:48			17:02:51	17:02:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
566	17:02:52	17:02:52	17:02:52	17:02:52	17:02:52	17:02:52			17:02:52	17:02:52	17:02:52	17:02:52	17:03:13	17:03:13	17:03:13	17:03:13	17:03:13	17:03:13			17:03:16	17:03:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
567	17:03:17	17:03:17	17:03:17	17:03:17	17:03:17	17:03:17			17:03:17	17:03:17	17:03:17	17:03:17	17:03:39	17:03:39	17:03:39	17:03:39	17:03:39	17:03:39			17:03:42	17:03:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
568	17:03:42	17:03:42	17:03:43	17:03:43	17:03:43	17:03:43			17:03:43	17:03:43	17:03:43	17:03:43	17:04:04	17:04:04	17:04:04	17:04:04	17:04:04	17:04:04			17:04:07	17:04:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
569	17:04:07	17:04:07	17:04:07	17:04:07	17:04:08	17:04:08			17:04:08	17:04:08	17:04:08	17:04:08	17:04:29	17:04:29	17:04:29	17:04:29	17:04:29	17:04:29			17:04:32	17:04:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
570	17:04:33	17:04:33	17:04:33	17:04:33	17:04:33	17:04:33			17:04:33	17:04:33	17:04:33	17:04:33	17:04:54	17:04:54	17:04:54	17:04:54	17:04:54	17:04:54	17:04:54	17:04:54	17:04:59	17:04:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
571	17:05:00	17:05:00	17:05:00	17:05:00	17:05:00	17:05:00			17:05:00	17:05:00	17:05:00	17:05:00	17:05:21	17:05:21	17:05:21	17:05:21	17:05:21	17:05:21			17:05:24	17:05:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
572	17:05:25	17:05:25	17:05:25	17:05:25	17:05:25	17:05:25			17:05:25	17:05:25	17:05:25	17:05:25	17:05:46	17:05:46	17:05:46	17:05:46	17:05:46	17:05:46			17:05:49	17:05:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
573	17:05:50	17:05:50	17:05:50	17:05:50	17:05:50	17:05:50			17:05:50	17:05:50	17:05:50	17:05:50	17:06:12	17:06:12	17:06:12	17:06:12	17:06:12	17:06:12			17:06:15	17:06:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
574	17:06:16	17:06:16	17:06:16	17:06:16	17:06:16	17:06:16			17:06:16	17:06:16	17:06:16	17:06:16	17:06:38	17:06:38	17:06:38	17:06:38	17:06:38	17:06:38			17:06:41	17:06:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
575	17:06:42	17:06:42	17:06:42	17:06:42	17:06:42	17:06:42			17:06:42	17:06:42	17:06:42	17:06:42	17:07:05	17:07:05	17:07:05	17:07:05	17:07:05	17:07:05			17:07:08	17:07:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
576	17:07:09	17:07:09	17:07:09	17:07:09	17:07:09	17:07:09			17:07:09	17:07:09	17:07:09	17:07:09	17:07:30	17:07:30	17:07:30	17:07:30	17:07:30	17:07:30			17:07:33	17:07:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
577	17:07:34	17:07:34	17:07:34	17:07:34	17:07:34	17:07:34			17:07:34	17:07:34	17:07:34	17:07:34	17:07:57	17:07:57	17:07:57	17:07:57	17:07:57	17:07:57			17:08:00	17:08:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
578	17:08:01	17:08:01	17:08:01	17:08:01	17:08:01	17:08:01			17:08:01	17:08:01	17:08:01	17:08:01	17:08:22	17:08:22	17:08:22	17:08:22	17:08:22	17:08:22			17:08:25	17:08:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
579	17:08:26	17:08:26	17:08:26	17:08:26	17:08:26	17:08:26			17:08:26	17:08:26	17:08:26	17:08:26	17:08:49	17:08:49	17:08:49	17:08:49	17:08:49	17:08:49			17:08:52	17:08:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
580	17:08:53	17:08:53	17:08:53	17:08:53	17:08:53	17:08:53			17:08:53	17:08:53	17:08:53	17:08:53	17:09:14	17:09:14	17:09:14	17:09:14	17:09:14	17:09:14	17:09:14	17:09:14	17:09:20	17:09:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:05	00:00:27
581	17:09:21	17:09:21	17:09:21	17:09:21	17:09:21	17:09:21			17:09:21	17:09:21	17:09:21	17:09:21	17:09:44	17:09:44	17:09:44	17:09:44	17:09:44	17:09:44			17:09:47	17:09:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
582	17:09:48	17:09:48	17:09:48	17:09:48	17:09:48	17:09:48			17:09:48	17:09:48	17:09:48	17:09:48	17:10:09	17:10:09	17:10:09	17:10:09	17:10:09	17:10:09			17:10:12	17:10:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
583	17:10:13	17:10:13	17:10:13	17:10:13	17:10:13	17:10:13			17:10:13	17:10:13	17:10:13	17:10:13	17:10:36	17:10:36	17:10:36	17:10:36	17:10:36	17:10:36			17:10:39	17:10:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:26
584	17:10:39	17:10:39	17:10:40	17:10:40	17:10:40	17:10:40			17:10:40	17:10:40	17:10:40	17:10:40	17:11:01	17:11:01	17:11:01	17:11:01	17:11:01	17:11:01			17:11:04	17:11:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
585	17:11:04	17:11:04	17:11:04	17:11:04	17:11:04	17:11:04			17:11:04	17:11:04	17:11:05	17:11:05	17:11:25	17:11:25	17:11:26	17:11:26	17:11:26	17:11:26			17:11:28	17:11:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
586	17:11:29	17:11:29	17:11:29	17:11:29	17:11:29	17:11:29			17:11:29	17:11:29	17:11:29	17:11:29	17:11:51	17:11:51	17:11:51	17:11:51	17:11:51	17:11:51			17:11:54	17:11:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
587	17:11:55	17:11:55	17:11:55	17:11:55	17:11:55	17:11:55			17:11:55	17:11:55	17:11:55	17:11:55	17:12:16	17:12:16	17:12:16	17:12:16	17:12:16	17:12:16			17:12:19	17:12:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
588	17:12:20	17:12:20	17:12:20	17:12:20	17:12:20	17:12:20			17:12:20	17:12:20	17:12:20	17:12:20	17:12:42	17:12:42	17:12:42	17:12:42	17:12:42	17:12:42			17:12:45	17:12:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:25
589	17:12:46	17:12:46	17:12:46	17:12:46	17:12:46	17:12:46			17:12:46	17:12:46	17:12:46	17:12:46	17:13:07	17:13:07	17:13:07	17:13:07	17:13:07	17:13:07			17:13:10	17:13:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
590	17:13:11	17:13:11	17:13:11	17:13:11	17:13:11	17:13:11			17:13:11	17:13:11	17:13:11	17:13:11	17:13:33	17:13:33	17:13:33	17:13:33	17:13:33	17:13:33	17:13:33	17:13:33	17:13:37	17:13:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
591	17:13:38	17:13:38	17:13:38	17:13:38	17:13:38	17:13:38			17:13:38	17:13:38	17:13:38	17:13:38	17:13:59	17:13:59	17:14:00	17:14:00	17:14:00	17:14:00			17:14:02	17:14:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
592	17:14:03	17:14:03	17:14:03	17:14:03	17:14:03	17:14:03			17:14:03	17:14:03	17:14:04	17:14:04	17:14:25	17:14:25	17:14:25	17:14:25	17:14:25	17:14:25			17:14:28	17:14:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
593	17:14:29	17:14:29	17:14:29	17:14:29	17:14:29	17:14:29			17:14:29	17:14:29	17:14:29	17:14:29	17:14:50	17:14:50	17:14:50	17:14:50	17:14:50	17:14:50			17:14:53	17:14:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
594	17:14:54	17:14:54	17:14:54	17:14:54	17:14:54	17:14:54			17:14:54	17:14:54	17:14:54	17:14:54	17:15:16	17:15:16	17:15:16	17:15:16	17:15:16	17:15:16			17:15:19	17:15:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
595	17:15:20	17:15:20	17:15:20	17:15:20	17:15:20	17:15:20			17:15:20	17:15:20	17:15:20	17:15:20	17:15:41	17:15:41	17:15:41	17:15:41	17:15:41	17:15:41			17:15:44	17:15:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
596	17:15:45	17:15:45	17:15:45	17:15:45	17:15:45	17:15:45			17:15:45	17:15:45	17:15:45	17:15:45	17:16:08	17:16:08	17:16:08	17:16:08	17:16:08	17:16:08			17:16:11	17:16:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
597	17:16:12	17:16:12	17:16:12	17:16:12	17:16:12	17:16:12			17:16:12	17:16:12	17:16:12	17:16:12	17:16:33	17:16:33	17:16:33	17:16:33	17:16:33	17:16:33			17:16:36	17:16:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
598	17:16:37	17:16:37	17:16:37	17:16:37	17:16:37	17:16:37			17:16:37	17:16:37	17:16:37	17:16:37	17:16:59	17:16:59	17:17:00	17:17:00	17:17:00	17:17:00			17:17:02	17:17:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
599	17:17:03	17:17:03	17:17:03	17:17:03	17:17:03	17:17:03			17:17:03	17:17:03	17:17:03	17:17:03	17:17:25	17:17:25	17:17:25	17:17:25	17:17:25	17:17:25			17:17:28	17:17:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
600	17:17:28	17:17:28	17:17:28	17:17:28	17:17:29	17:17:29			17:17:29	17:17:29	17:17:29	17:17:29	17:17:51	17:17:51	17:17:52	17:17:52	17:17:52	17:17:52	17:17:52	17:17:52	17:17:57	17:17:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:05	00:00:28
601	17:17:58	17:17:58	17:17:58	17:17:58	17:17:58	17:17:58			17:17:58	17:17:58	17:17:58	17:17:58	17:18:19	17:18:19	17:18:19	17:18:19	17:18:19	17:18:19			17:18:22	17:18:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
602	17:18:23	17:18:23	17:18:23	17:18:23	17:18:23	17:18:23			17:18:23	17:18:23	17:18:23	17:18:23	17:18:46	17:18:46	17:18:46	17:18:46	17:18:46	17:18:46			17:18:49	17:18:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
603	17:18:50	17:18:50	17:18:50	17:18:50	17:18:50	17:18:50			17:18:50	17:18:50	17:18:50	17:18:50	17:19:11	17:19:11	17:19:11	17:19:11	17:19:11	17:19:11			17:19:14	17:19:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
604	17:19:15	17:19:15	17:19:15	17:19:15	17:19:15	17:19:15			17:19:15	17:19:15	17:19:15	17:19:15	17:19:38	17:19:38	17:19:38	17:19:38	17:19:38	17:19:38			17:19:41	17:19:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
605	17:19:42	17:19:42	17:19:42	17:19:42	17:19:42	17:19:42			17:19:42	17:19:42	17:19:42	17:19:42	17:20:03	17:20:03	17:20:03	17:20:03	17:20:03	17:20:03			17:20:06	17:20:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
