ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	28.98379703410589	28.98379703410589	28.98379703410589	28.98379703410589
1	29.2618135624262	28.837754830539907	29.24608529690216	29.654415763264208
2	30.676800691394376	29.973623331453986	30.494201121924405	31.01477891239499
3	31.680077995214017	31.064307897726245	31.580796807703226	32.09728571768024
4	33.356073452774325	32.53207783515113	33.14879569207762	33.76551354900375
5	33.972898723334964	33.43002372368486	34.01786026429823	34.60569680491153
6	34.27432897823425	34.03891153689466	34.432178375616104	34.82544521433765
7	35.91509419736972	35.25556646227716	36.062840275871615	36.87011408946551
8	35.812343497215245	35.45151706687962	36.53807071150981	37.62462435614132
9	34.85787782321804	34.26026924360914	36.34220853814892	38.42414783268858
10	36.567612471633275	36.00501750344891	37.618798277169866	39.232579050892134
11	38.1025968522057	35.43381356904783	38.390161084609225	41.346508600170836
12	40.76631692495578	38.333573422852496	41.04719411710945	43.76081481136691
13	41.40088312351134	39.55705666002761	42.55712898947179	45.55720131891624
14	43.22198972495235	41.81439549322842	44.463293190443146	47.11219088765868
15	42.763248622171965	41.96807607390417	44.78161359394074	47.595151113977614
16	43.796686232576434	42.889928040114306	45.68298971466499	48.476051389216124
17	42.34054358146311	41.27670082121929	45.7406719349017	50.2046430485849
18	43.783417240036016	43.22287029538747	47.33998275194339	51.45709520849957
19	44.74905732588904	44.26039611416057	48.40397763063095	52.547559147102035
20	43.233526388753255	42.8689826633536	47.40320293745492	51.93742321155668
21	44.61996996109028	43.813767876428614	48.973651424183515	54.133534971939326
22	44.8896074024221	44.15985347411835	49.60653815676746	55.05322283941718
23	45.26173581741957	44.86866195217481	50.26266019197184	55.65665843176951
24	46.8404890602805	46.44603363755046	51.33074995096131	56.21546626437251
25	47.52274784091516	47.283418119100965	51.8888621272616	56.49430613542308
26	49.16444377231286	48.66936942898184	52.88383226914689	57.09829510931265
27	48.24069043841361	47.97415680287592	52.70582764890668	57.43749849493836
28	50.97940278658533	50.426980527632885	54.634137892124556	58.84129525661632
29	50.9087133591392	50.539263066109	54.76678581427617	58.994308562444346
30	51.15774269440539	50.71824175163141	54.84225022658949	58.966258701548185
31	50.84963441239208	50.438087792360925	55.00890457004637	59.57972134773231
32	48.89959860309441	48.31935564125789	54.04833635600956	59.77731707076208
33	51.2850872846187	50.73330438252824	55.45823594292318	60.1831675033182
34	52.239323374425865	51.41035746313845	56.05236231346787	60.69436716379757
35	54.60796250866075	52.85135563946514	58.737975873911935	64.62459610835941
36	57.79036724365223	55.87968538929433	61.86756923490161	67.85545308050894
37	59.99058035058767	58.72649525859207	64.4199780257352	70.11346079287861
38	65.41714989928501	62.62902130338231	68.67750909116687	74.7259968789505
39	69.09286505148931	66.76783705105719	72.13502984832061	77.50222264558369
40	71.08132329388926	67.96296252049963	74.8032712370065	81.64357995351237
41	75.00346359670812	73.02980437798615	78.66954619628417	84.30928801458121
42	80.71186757449722	78.90704239809057	82.74895189270492	86.59086138731898
43	80.01718501929072	78.41988093455547	83.06771455642749	87.71554817829976
44	71.98463520407404	70.98809380508389	79.94947897763714	88.91086415019261
45	74.10309129321105	73.24914384486887	81.45693777583902	89.66473170680929
46	76.81692507093577	75.77013226226545	82.89643429289403	90.02273632352268
47	76.47750978475784	75.72656211711778	82.99024855282204	90.25393498852657
48	79.98953673725472	78.76178472020305	84.72380693379736	90.6858291473926
49	87.13922647024319	85.5989999418854	89.44147604597507	93.28395215006448
50	87.06181224060967	85.98138964262436	89.34950678261727	92.71762392261067
51	85.78334185263843	84.91581120962817	89.7084955860226	94.50117996241711
52	84.29040936192727	83.46965896319138	88.68131881033374	93.89297865747609
53	86.45142794232505	85.59562506834494	90.24617625774695	94.89672744714831
54	87.61196270213706	87.04177268123658	90.89260684344613	94.74344100565683
55	89.53493974929505	88.70841222772391	92.1265044576066	95.54459668748866
56	91.5187495624832	90.57567808886765	92.73555007737271	94.89542206587637
57	93.54266949521445	92.04055877667419	93.9309828994726	95.82140702227025
58	93.11797998848205	92.05362101196722	94.14901760193257	96.24441419189779
59	88.81051673901392	87.78342737894964	92.48587635712674	97.18832533530423
60	90.00085091901997	89.11252281283562	93.24057330089836	97.36862378896024
61	90.23922588228527	89.39584542345305	93.34712108430334	97.29839674515466
62	92.68786356783981	91.79986841539446	94.9851144494319	98.17036048346893
63	93.71668605972658	92.98591895538112	95.41791233516354	97.84990571494595
64	95.52652103721925	94.55313909412712	96.55277443439671	98.55240977466615
65	96.21713023900176	95.39610338979055	97.05082610216401	98.70554881453769
66	93.8613810471064	92.84453289095636	95.58426259983626	98.3239923087162
67	97.21362625933082	95.88083788740751	97.75417376911001	99.6275096508125
68	97.31226586130418	96.42511402129789	98.05083692846675	99.67655983563516
69	96.79457074786555	95.86213665317166	98.61078861122556	101.35944056927991
70	97.0364308322516	96.35456401621717	98.70557152192666	101.05657902763635
71	99.64466821344885	98.61251124170803	100.34304149197348	102.0735717422388
72	99.8125480343016	99.04860191319176	100.52037928583478	101.9921566584776
73	99.83288066065647	99.05716250460581	100.89101142216755	102.72486033972964
74	98.30752032431606	97.71738938296684	99.70120707865428	101.68502477434103
75	99.241270840353	98.16414886198159	100.33765221343681	102.51115556489384
76	99.36415860499952	98.40284168565151	100.8993593310872	103.39587697652279
77	94.60459708112072	94.00741757515986	98.3701283325175	102.73283908987457
78	90.81212835068314	90.25104887424256	96.46569245342175	102.6803360326012
79	94.72240154919153	94.06520915695012	98.3693188175952	102.67342847823824
80	97.27073390725718	96.4576361599792	100.26129144136777	104.0649467227551
81	99.23791702654458	98.54299214256258	101.35097635134693	104.15896056013061
82	99.74352536695308	98.9342415295935	101.31721130433142	103.70018107907018
83	98.9614241067681	98.10187326061643	101.08720665532289	104.0725400500305
84	100.52627555745471	99.86168294886279	101.67453452772294	103.48738610658283
