x	y	total	home	work
4511935.0	5347670.0	1213	769	444
4504581.0	5341783.5	765	498	267
4491178.5	5342258.5	722	462	260
4496678.5	5369763.0	404	264	140
4503278.5	5350340.5	478	303	175
4484340.5	5357249.0	21989	14609	7380
4481427.0	5362646.0	2027	1327	700
4498550.0	5353614.5	855	565	290
4485942.0	5337060.0	1085	696	389
4493682.5	5351729.0	7457	4820	2637
4499590.5	5359250.5	670	445	225
4488325.5	5355454.0	2129	1390	739
4467859.0	5331594.0	27290	18156	9134
4509783.0	5356190.0	777	514	263
4511233.5	5348363.0	790	508	282
4489838.5	5339512.0	2455	1590	865
4505875.0	5356669.0	303	196	107
4499477.0	5362687.5	720	482	238
4497776.0	5346844.0	786	511	275
4510174.0	5342884.0	432	277	155
4475709.0	5343146.5	1819	1199	620
4503791.5	5346582.5	356	222	134
4497936.0	5365234.5	374	245	129
4495707.0	5344803.5	1241	791	450
4485864.0	5343176.0	730	470	260
4493354.0	5352510.5	3564	2300	1264
4487083.0	5345227.5	583	370	213
4488588.0	5348786.0	1000	598	402
