x	y	total	home	work
4511935.0	5347670.0	1302	857	445
4504581.0	5341783.5	836	539	297
4491178.5	5342258.5	767	503	264
4496678.5	5369763.0	426	285	141
4503278.5	5350340.5	494	315	179
4484340.5	5357249.0	22098	14718	7380
4481427.0	5362646.0	2077	1377	700
4498550.0	5353614.5	864	574	290
4485942.0	5337060.0	1093	703	390
4493682.5	5351729.0	7798	5158	2640
4499590.5	5359250.5	693	465	228
4488325.5	5355454.0	2209	1466	743
4467859.0	5331594.0	27387	18242	9145
4509783.0	5356190.0	812	541	271
4511233.5	5348363.0	802	516	286
4489838.5	5339512.0	2679	1775	904
4505875.0	5356669.0	320	211	109
4499477.0	5362687.5	768	511	257
4497776.0	5346844.0	806	531	275
4510174.0	5342884.0	452	298	154
4475709.0	5343146.5	1843	1223	620
4503791.5	5346582.5	431	286	145
4497936.0	5365234.5	404	269	135
4495707.0	5344803.5	1256	806	450
4485864.0	5343176.0	955	624	331
4493354.0	5352510.5	3745	2480	1265
4487083.0	5345227.5	694	456	238
4488588.0	5348786.0	1254	825	429
