x	y	total	home	work
4511935.0	5347670.0	1687	1134	553
4504581.0	5341783.5	1069	702	367
4491178.5	5342258.5	784	519	265
4496678.5	5369763.0	379	259	120
4503278.5	5350340.5	526	340	186
4484340.5	5357249.0	22115	14735	7380
4481427.0	5362646.0	2133	1416	717
4498550.0	5353614.5	1001	664	337
4485942.0	5337060.0	1111	721	390
4493682.5	5351729.0	7633	4997	2636
4499590.5	5359250.5	607	394	213
4488325.5	5355454.0	2221	1472	749
4467859.0	5331594.0	27424	18279	9145
4509783.0	5356190.0	1336	889	447
4511233.5	5348363.0	1161	757	404
4489838.5	5339512.0	2734	1819	915
4505875.0	5356669.0	449	298	151
4499477.0	5362687.5	657	388	269
4497776.0	5346844.0	815	540	275
4510174.0	5342884.0	931	622	309
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	520	350	170
4497936.0	5365234.5	379	240	139
4495707.0	5344803.5	1331	881	450
4485864.0	5343176.0	1039	690	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	738	488	250
4488588.0	5348786.0	1276	841	435
