x	y	total	home	work
4511935.0	5347670.0	1348	903	445
4504581.0	5341783.5	921	587	334
4491178.5	5342258.5	774	509	265
4496678.5	5369763.0	417	287	130
4503278.5	5350340.5	503	323	180
4484340.5	5357249.0	22102	14722	7380
4498550.0	5353614.5	997	659	338
4481427.0	5362646.0	2119	1410	709
4485942.0	5337060.0	1104	714	390
4493682.5	5351729.0	7668	5028	2640
4499590.5	5359250.5	684	428	256
4488325.5	5355454.0	2226	1478	748
4467859.0	5331594.0	27420	18275	9145
4509783.0	5356190.0	933	621	312
4511233.5	5348363.0	810	525	285
4489838.5	5339512.0	2730	1815	915
4505875.0	5356669.0	367	241	126
4499477.0	5362687.5	756	470	286
4497776.0	5346844.0	811	536	275
4510174.0	5342884.0	483	323	160
4475709.0	5343146.5	1846	1226	620
4497936.0	5365234.5	410	261	149
4503791.5	5346582.5	507	339	168
4495707.0	5344803.5	1263	814	449
4485864.0	5343176.0	1036	687	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	733	483	250
4488588.0	5348786.0	1281	846	435
