x	y	total	home	work
4511935.0	5347670.0	1086	679	407
4504581.0	5341783.5	364	229	135
4491178.5	5342258.5	695	437	258
4496678.5	5369763.0	259	166	93
4503278.5	5350340.5	361	199	162
4484340.5	5357249.0	21746	14377	7369
4481427.0	5362646.0	1880	1192	688
4498550.0	5353614.5	589	319	270
4485942.0	5337060.0	1070	681	389
4493682.5	5351729.0	6565	4089	2476
4499590.5	5359250.5	561	352	209
4488325.5	5355454.0	1575	958	617
4467859.0	5331594.0	27149	18015	9134
4509783.0	5356190.0	720	467	253
4511233.5	5348363.0	676	404	272
4489838.5	5339512.0	2428	1564	864
4505875.0	5356669.0	209	138	71
4499477.0	5362687.5	297	188	109
4497776.0	5346844.0	702	434	268
4510174.0	5342884.0	370	233	137
4475709.0	5343146.5	1796	1177	619
4503791.5	5346582.5	211	109	102
4497936.0	5365234.5	187	103	84
4495707.0	5344803.5	1193	751	442
4485864.0	5343176.0	677	428	249
4493354.0	5352510.5	2464	1307	1157
4487083.0	5345227.5	574	362	212
4488588.0	5348786.0	1016	654	362
