x	y	total	home	work
4511935.0	5347670.0	1165	735	430
4504581.0	5341783.5	644	422	222
4491178.5	5342258.5	711	451	260
4496678.5	5369763.0	367	235	132
4503278.5	5350340.5	475	300	175
4484340.5	5357249.0	21924	14547	7377
4481427.0	5362646.0	1989	1291	698
4498550.0	5353614.5	838	551	287
4485942.0	5337060.0	1079	690	389
4493682.5	5351729.0	7193	4571	2622
4499590.5	5359250.5	653	433	220
4488325.5	5355454.0	1876	1182	694
4467859.0	5331594.0	27234	18095	9139
4509783.0	5356190.0	760	503	257
4511233.5	5348363.0	742	462	280
4489838.5	5339512.0	2436	1571	865
4505875.0	5356669.0	279	179	100
4499477.0	5362687.5	650	445	205
4497776.0	5346844.0	751	478	273
4510174.0	5342884.0	419	267	152
4475709.0	5343146.5	1813	1193	620
4503791.5	5346582.5	321	193	128
4497936.0	5365234.5	347	228	119
4495707.0	5344803.5	1230	783	447
4485864.0	5343176.0	706	450	256
4493354.0	5352510.5	3250	2055	1195
4487083.0	5345227.5	537	325	212
4488588.0	5348786.0	1003	612	391
