x	y	total	home	work
4511935.0	5347670.0	1126	707	419
4504581.0	5341783.5	544	369	175
4491178.5	5342258.5	710	450	260
4496678.5	5369763.0	328	206	122
4503278.5	5350340.5	439	268	171
4484340.5	5357249.0	21874	14497	7377
4481427.0	5362646.0	1959	1264	695
4498550.0	5353614.5	817	531	286
4485942.0	5337060.0	1078	689	389
4493682.5	5351729.0	7017	4411	2606
4499590.5	5359250.5	649	431	218
4488325.5	5355454.0	1692	1043	649
4467859.0	5331594.0	27205	18069	9136
4509783.0	5356190.0	760	504	256
4511233.5	5348363.0	724	446	278
4489838.5	5339512.0	2436	1571	865
4505875.0	5356669.0	254	170	84
4499477.0	5362687.5	602	416	186
4497776.0	5346844.0	733	460	273
4510174.0	5342884.0	410	264	146
4475709.0	5343146.5	1811	1191	620
4503791.5	5346582.5	282	160	122
4497936.0	5365234.5	323	211	112
4495707.0	5344803.5	1214	768	446
4485864.0	5343176.0	693	439	254
4493354.0	5352510.5	2884	1735	1149
4487083.0	5345227.5	584	371	213
4488588.0	5348786.0	1059	679	380
