x	y	total	home	work
4511935.0	5347670.0	1173	737	436
4504581.0	5341783.5	703	464	239
4491178.5	5342258.5	715	455	260
4496678.5	5369763.0	381	243	138
4503278.5	5350340.5	471	297	174
4484340.5	5357249.0	21938	14559	7379
4481427.0	5362646.0	1983	1283	700
4498550.0	5353614.5	844	554	290
4485942.0	5337060.0	1080	691	389
4493682.5	5351729.0	7267	4638	2629
4499590.5	5359250.5	662	439	223
4488325.5	5355454.0	2048	1316	732
4467859.0	5331594.0	27248	18110	9138
4509783.0	5356190.0	770	510	260
4511233.5	5348363.0	752	470	282
4489838.5	5339512.0	2435	1570	865
4505875.0	5356669.0	291	186	105
4499477.0	5362687.5	674	466	208
4497776.0	5346844.0	775	500	275
4510174.0	5342884.0	416	263	153
4475709.0	5343146.5	1809	1189	620
4503791.5	5346582.5	338	208	130
4497936.0	5365234.5	356	231	125
4495707.0	5344803.5	1234	786	448
4485864.0	5343176.0	717	461	256
4493354.0	5352510.5	3471	2226	1245
4487083.0	5345227.5	537	325	212
4488588.0	5348786.0	933	533	400
