x	y	total	home	work
4511935.0	5347670.0	1181	741	440
4504581.0	5341783.5	729	481	248
4491178.5	5342258.5	714	454	260
4496678.5	5369763.0	385	249	136
4503278.5	5350340.5	476	302	174
4484340.5	5357249.0	21938	14559	7379
4481427.0	5362646.0	1989	1289	700
4498550.0	5353614.5	844	554	290
4485942.0	5337060.0	1078	689	389
4493682.5	5351729.0	7299	4667	2632
4499590.5	5359250.5	662	438	224
4488325.5	5355454.0	2050	1318	732
4467859.0	5331594.0	27243	18103	9140
4509783.0	5356190.0	771	512	259
4511233.5	5348363.0	764	482	282
4489838.5	5339512.0	2437	1572	865
4505875.0	5356669.0	289	185	104
4499477.0	5362687.5	681	464	217
4497776.0	5346844.0	774	499	275
4510174.0	5342884.0	419	268	151
4475709.0	5343146.5	1814	1194	620
4503791.5	5346582.5	344	212	132
4497936.0	5365234.5	365	241	124
4495707.0	5344803.5	1236	787	449
4485864.0	5343176.0	719	459	260
4493354.0	5352510.5	3495	2248	1247
4487083.0	5345227.5	534	325	209
4488588.0	5348786.0	937	540	397
