x	y	total	home	work
4511935.0	5347670.0	1690	1135	555
4504581.0	5341783.5	1114	736	378
4491178.5	5342258.5	781	516	265
4496678.5	5369763.0	389	263	126
4503278.5	5350340.5	530	341	189
4484340.5	5357249.0	22111	14731	7380
4498550.0	5353614.5	1014	671	343
4481427.0	5362646.0	2134	1416	718
4485942.0	5337060.0	1111	721	390
4493682.5	5351729.0	7597	4965	2632
4499590.5	5359250.5	577	365	212
4488325.5	5355454.0	2221	1472	749
4467859.0	5331594.0	27420	18275	9145
4509783.0	5356190.0	1441	949	492
4511233.5	5348363.0	1233	811	422
4489838.5	5339512.0	2735	1820	915
4505875.0	5356669.0	483	324	159
4499477.0	5362687.5	637	356	281
4497776.0	5346844.0	814	539	275
4510174.0	5342884.0	965	645	320
4475709.0	5343146.5	1846	1226	620
4503791.5	5346582.5	518	348	170
4497936.0	5365234.5	377	231	146
4495707.0	5344803.5	1330	880	450
4485864.0	5343176.0	1040	691	349
4493354.0	5352510.5	3755	2490	1265
4487083.0	5345227.5	735	485	250
4488588.0	5348786.0	1278	843	435
