x	y	total	home	work
4511935.0	5347670.0	1155	729	426
4504581.0	5341783.5	615	413	202
4491178.5	5342258.5	714	454	260
4496678.5	5369763.0	364	234	130
4503278.5	5350340.5	475	301	174
4484340.5	5357249.0	21894	14516	7378
4481427.0	5362646.0	1976	1278	698
4498550.0	5353614.5	836	549	287
4485942.0	5337060.0	1079	690	389
4493682.5	5351729.0	7169	4545	2624
4499590.5	5359250.5	658	438	220
4488325.5	5355454.0	1783	1118	665
4467859.0	5331594.0	27247	18109	9138
4509783.0	5356190.0	756	502	254
4511233.5	5348363.0	742	462	280
4489838.5	5339512.0	2442	1577	865
4505875.0	5356669.0	278	182	96
4499477.0	5362687.5	631	436	195
4497776.0	5346844.0	749	475	274
4510174.0	5342884.0	414	264	150
4475709.0	5343146.5	1814	1194	620
4503791.5	5346582.5	302	179	123
4497936.0	5365234.5	345	226	119
4495707.0	5344803.5	1223	776	447
4485864.0	5343176.0	693	440	253
4493354.0	5352510.5	3097	1922	1175
4487083.0	5345227.5	590	375	215
4488588.0	5348786.0	1067	686	381
