x	y	total	home	work
4511935.0	5347670.0	1239	794	445
4504581.0	5341783.5	810	535	275
4491178.5	5342258.5	739	479	260
4496678.5	5369763.0	419	278	141
4503278.5	5350340.5	482	308	174
4484340.5	5357249.0	22026	14646	7380
4481427.0	5362646.0	2047	1347	700
4498550.0	5353614.5	854	564	290
4485942.0	5337060.0	1086	697	389
4493682.5	5351729.0	7548	4909	2639
4499590.5	5359250.5	676	450	226
4488325.5	5355454.0	2156	1414	742
4467859.0	5331594.0	27314	18180	9134
4509783.0	5356190.0	781	518	263
4511233.5	5348363.0	794	511	283
4489838.5	5339512.0	2527	1662	865
4505875.0	5356669.0	306	197	109
4499477.0	5362687.5	740	490	250
4497776.0	5346844.0	787	512	275
4510174.0	5342884.0	443	288	155
4475709.0	5343146.5	1823	1203	620
4503791.5	5346582.5	377	240	137
4497936.0	5365234.5	391	259	132
4495707.0	5344803.5	1246	796	450
4485864.0	5343176.0	753	490	263
4493354.0	5352510.5	3611	2346	1265
4487083.0	5345227.5	597	383	214
4488588.0	5348786.0	1101	695	406
