x	y	total	home	work
4511935.0	5347670.0	1056	687	369
4491178.5	5342258.5	685	447	238
4504581.0	5341783.5	110	50	60
4496678.5	5369763.0	356	213	143
4503278.5	5350340.5	427	278	149
4484340.5	5357249.0	21871	14556	7315
4481427.0	5362646.0	2016	1328	688
4498550.0	5353614.5	789	524	265
4485942.0	5337060.0	1028	663	365
4493682.5	5351729.0	6366	4174	2192
4499590.5	5359250.5	610	331	279
4488325.5	5355454.0	2127	1411	716
4467859.0	5331594.0	27066	18028	9038
4509783.0	5356190.0	239	96	143
4511233.5	5348363.0	213	119	94
4489838.5	5339512.0	2539	1661	878
4505875.0	5356669.0	36	14	22
4499477.0	5362687.5	624	350	274
4497776.0	5346844.0	721	472	249
4510174.0	5342884.0	110	46	64
4475709.0	5343146.5	1764	1169	595
4497936.0	5365234.5	325	186	139
4503791.5	5346582.5	330	212	118
4495707.0	5344803.5	1213	788	425
4485864.0	5343176.0	845	554	291
4493354.0	5352510.5	3738	2473	1265
4487083.0	5345227.5	600	390	210
4488588.0	5348786.0	1118	709	409
