x	y	total	home	work
4511935.0	5347670.0	1260	815	445
4504581.0	5341783.5	848	570	278
4491178.5	5342258.5	741	481	260
4496678.5	5369763.0	420	279	141
4503278.5	5350340.5	481	306	175
4484340.5	5357249.0	22043	14663	7380
4481427.0	5362646.0	2051	1351	700
4498550.0	5353614.5	859	569	290
4485942.0	5337060.0	1087	698	389
4493682.5	5351729.0	7629	4990	2639
4499590.5	5359250.5	675	448	227
4488325.5	5355454.0	2168	1429	739
4467859.0	5331594.0	27334	18194	9140
4509783.0	5356190.0	796	528	268
4511233.5	5348363.0	793	510	283
4489838.5	5339512.0	2545	1680	865
4505875.0	5356669.0	305	197	108
4499477.0	5362687.5	746	497	249
4497776.0	5346844.0	790	515	275
4510174.0	5342884.0	445	290	155
4475709.0	5343146.5	1830	1210	620
4503791.5	5346582.5	392	255	137
4497936.0	5365234.5	389	258	131
4495707.0	5344803.5	1251	801	450
4485864.0	5343176.0	765	500	265
4493354.0	5352510.5	3669	2404	1265
4487083.0	5345227.5	610	396	214
4488588.0	5348786.0	1144	738	406
