x	y	total	home	work
4511935.0	5347670.0	1090	681	409
4504581.0	5341783.5	391	245	146
4491178.5	5342258.5	696	438	258
4496678.5	5369763.0	278	174	104
4503278.5	5350340.5	364	201	163
4484340.5	5357249.0	21795	14422	7373
4481427.0	5362646.0	1911	1219	692
4498550.0	5353614.5	589	318	271
4485942.0	5337060.0	1074	685	389
4493682.5	5351729.0	6651	4134	2517
4499590.5	5359250.5	578	366	212
4488325.5	5355454.0	1611	968	643
4467859.0	5331594.0	27158	18021	9137
4509783.0	5356190.0	735	481	254
4511233.5	5348363.0	681	409	272
4489838.5	5339512.0	2425	1561	864
4505875.0	5356669.0	217	146	71
4499477.0	5362687.5	364	232	132
4497776.0	5346844.0	707	438	269
4510174.0	5342884.0	380	242	138
4475709.0	5343146.5	1797	1178	619
4503791.5	5346582.5	215	115	100
4497936.0	5365234.5	215	124	91
4495707.0	5344803.5	1193	750	443
4485864.0	5343176.0	678	428	250
4493354.0	5352510.5	2531	1375	1156
4487083.0	5345227.5	577	364	213
4488588.0	5348786.0	1023	658	365
