x	y	total	home	work
4511935.0	5347670.0	1229	784	445
4504581.0	5341783.5	777	500	277
4491178.5	5342258.5	732	472	260
4496678.5	5369763.0	412	271	141
4503278.5	5350340.5	480	305	175
4484340.5	5357249.0	22003	14623	7380
4481427.0	5362646.0	2027	1327	700
4498550.0	5353614.5	853	563	290
4485942.0	5337060.0	1082	693	389
4493682.5	5351729.0	7509	4871	2638
4499590.5	5359250.5	672	445	227
4488325.5	5355454.0	2148	1411	737
4467859.0	5331594.0	27295	18160	9135
4509783.0	5356190.0	775	514	261
4511233.5	5348363.0	789	509	280
4489838.5	5339512.0	2490	1625	865
4505875.0	5356669.0	300	193	107
4499477.0	5362687.5	733	488	245
4497776.0	5346844.0	787	512	275
4510174.0	5342884.0	438	282	156
4475709.0	5343146.5	1821	1201	620
4503791.5	5346582.5	355	221	134
4497936.0	5365234.5	379	249	130
4495707.0	5344803.5	1246	796	450
4485864.0	5343176.0	737	473	264
4493354.0	5352510.5	3588	2324	1264
4487083.0	5345227.5	588	373	215
4488588.0	5348786.0	1038	633	405
