x	y	total	home	work
4511935.0	5347670.0	1034	670	364
4491178.5	5342258.5	637	407	230
4504581.0	5341783.5	106	50	56
4496678.5	5369763.0	216	135	81
4503278.5	5350340.5	353	211	142
4484340.5	5357249.0	21728	14417	7311
4481427.0	5362646.0	1881	1211	670
4498550.0	5353614.5	635	386	249
4485942.0	5337060.0	1009	651	358
4493682.5	5351729.0	5380	3445	1935
4499590.5	5359250.5	509	317	192
4488325.5	5355454.0	1599	987	612
4467859.0	5331594.0	26916	17880	9036
4509783.0	5356190.0	175	71	104
4511233.5	5348363.0	147	79	68
4489838.5	5339512.0	2350	1516	834
4505875.0	5356669.0	34	14	20
4499477.0	5362687.5	300	212	88
4497776.0	5346844.0	648	407	241
4510174.0	5342884.0	107	44	63
4475709.0	5343146.5	1738	1143	595
4503791.5	5346582.5	205	106	99
4497936.0	5365234.5	198	134	64
4495707.0	5344803.5	1148	727	421
4485864.0	5343176.0	563	344	219
4493354.0	5352510.5	3023	1872	1151
4487083.0	5345227.5	453	261	192
4488588.0	5348786.0	722	373	349
