x	y	total	home	work
4511935.0	5347670.0	1060	690	370
4491178.5	5342258.5	688	449	239
4504581.0	5341783.5	110	49	61
4496678.5	5369763.0	355	209	146
4503278.5	5350340.5	428	278	150
4484340.5	5357249.0	21867	14552	7315
4481427.0	5362646.0	2017	1328	689
4498550.0	5353614.5	792	525	267
4485942.0	5337060.0	1031	666	365
4493682.5	5351729.0	6375	4184	2191
4499590.5	5359250.5	608	324	284
4488325.5	5355454.0	2131	1416	715
4467859.0	5331594.0	27066	18028	9038
4509783.0	5356190.0	238	91	147
4511233.5	5348363.0	209	122	87
4489838.5	5339512.0	2564	1683	881
4505875.0	5356669.0	37	14	23
4499477.0	5362687.5	628	344	284
4497776.0	5346844.0	724	475	249
4510174.0	5342884.0	111	46	65
4475709.0	5343146.5	1766	1171	595
4497936.0	5365234.5	324	181	143
4503791.5	5346582.5	334	216	118
4495707.0	5344803.5	1227	802	425
4485864.0	5343176.0	859	564	295
4493354.0	5352510.5	3734	2469	1265
4487083.0	5345227.5	601	391	210
4488588.0	5348786.0	1122	713	409
