ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	10412.673140813544	28066.07389706385	
1	10412.421424489017	28070.551104585422	
2	10394.295434939502	28039.867213817117	
3	10388.532172014371	28055.523730927714	
4	10373.898752372548	28024.836092171452	
5	10367.021246243516	28023.655398512332	
6	10370.400649150137	28017.070157690887	
7	10292.20192658172	28042.57129021299	
8	10257.489995616914	28097.83516630944	
9	10236.63219839089	28076.781342000057	
10	10214.204123299287	28096.918942466036	
11	10172.90184119917	28273.01234015127	
12	10149.207109404702	28303.481362039587	
13	10119.746706772687	28346.561015292267	
14	10097.810126809547	28334.391687144274	
15	10080.666262574441	28343.577721866935	
16	10064.767858003817	28351.449414437164	
17	10055.236807241286	28359.90735606692	
18	10045.764738762671	28364.26442936143	
19	10022.00142791962	28538.28807772425	
20	9978.595541232906	28385.80911019217	
21	9926.543977280375	28286.8282402569	
22	9917.944716572429	28366.70997203224	
23	9905.95701036612	28230.743691122167	
24	9879.235717006251	28264.544077611485	
25	9864.749636748104	28146.8423794282	
26	9812.23774978289	28082.786104630846	
27	9776.77600225261	28039.334235332106	
28	9757.942110719203	28042.259170238376	
29	9723.679852477073	27997.710056443673	
30	9705.886727460917	28016.83979537738	
31	9685.42338101014	27953.267005979444	
32	9676.242988383816	27935.469681023344	
33	9660.79424124927	27990.724335463656	
34	9646.83545073515	28025.81219723598	
35	9628.91930656832	27955.973295149048	
36	9627.653322746886	27973.445240413617	
37	9625.947315727444	27990.073664659907	
38	9639.080025176696	28053.540110093167	
39	9616.89809997652	28012.866568659912	
40	9630.146172809957	28108.811635591675	
41	9581.346030259936	27991.57529750935	
42	9585.168586488871	27967.108702069763	
43	9593.463829482773	27993.662745832295	
44	9579.203007294607	27975.51856478743	
45	9553.709335823562	27896.815169600384	
46	9558.905791506324	27952.74954582593	
47	9556.344331653558	27951.15866254676	
48	9511.584747829827	27844.137374577826	
49	9520.060818361417	27896.029204132527	
50	9496.560073984041	27854.871620215974	
51	9499.275415482036	27874.20675543374	
52	9485.040228548512	27843.894746000962	
53	9497.384951587177	27887.083126126785	
54	9481.693712560185	27862.04525372098	
55	9479.611817418057	27900.988390782288	
56	9444.163467265606	27783.092741271983	
57	9441.69883952668	27822.75101597387	
58	9443.626155546133	27877.949455688537	
59	9435.069661093505	27825.633106312172	
60	9458.900382117065	27945.643747419283	
61	9471.791547456722	27952.611617819886	
62	9469.814421635509	27945.224103489178	
63	9421.586183583595	27929.467200749332	
64	9453.798378235195	28024.975679934618	
65	9447.207931565676	28042.24101424985	
66	9464.06605756683	28124.40443109176	
67	9474.666107754618	28206.299140032053	
68	9442.54474803985	28148.982008898995	
69	9462.284265436992	28229.11205975662	
70	9427.808988486911	28175.793204000147	
71	9451.570693755848	28276.860736368377	
72	9420.270505533947	28205.337395602117	
73	9465.997015124634	28373.101218873104	
74	9402.130209125053	28296.38971122345	
75	9475.024928635157	28517.182600765107	
76	9453.749624734171	28489.519053824235	
77	9472.005205725858	28571.1377002996	
78	9448.105600118097	28544.129932347703	
79	9507.101345269817	28595.489463497164	
80	9399.031813452824	28430.203575539024	
81	9419.842405606021	28549.14201028801	
82	9386.73491492375	28491.291615121056	
83	9432.963344694032	28675.15519906075	
84	9363.071682785683	28478.286736097194	
85	9418.753962440942	28671.494560990934	
86	9369.693074748728	28539.86873487549	
87	9408.506993139554	28685.66087068683	
88	9358.414222294487	28529.901724375704	
89	9393.0720044692	28622.841643367305	
90	9299.174000534378	28360.70581842522	
91	9382.925762994104	28621.761346142932	
92	9300.021790922758	28361.58615632465	
93	9337.102597016317	28460.5100799698	
94	9303.128466787197	28371.136884692256	
95	9346.168832843676	28483.388146926485	
96	9277.336874821991	28295.731320542818	
97	9314.221198300016	28424.095227186386	
98	9269.468769747658	28335.912124646908	
99	9315.522949247013	28488.299977977804	
100	9244.579144825462	28273.477129654682	
101	9282.824159292932	28400.470137713433	
102	9236.230139560386	28299.67341103546	
103	9283.639056742268	28492.111943219577	
104	9210.833314993975	28281.914705555	
105	9259.903086626648	28457.487275077976	
106	9218.433188749776	28333.22744643707	
107	9265.30628090396	28493.098721385642	
108	9215.07924199052	28371.66218895641	
109	9285.127123356851	28589.54676141122	
110	9226.718194001465	28432.256012856607	
111	9277.461708110568	28620.023989681322	
112	9245.380265510938	28529.96391463042	
113	9288.189348021313	28659.768116574076	
114	9244.195291857419	28533.1269883873	
115	9277.075836035738	28635.62145455291	
116	9265.162271615525	28599.424488559638	
117	9305.816093220443	28673.046856350513	
118	9299.11791939621	28633.382688444814	
119	9367.991276828383	28687.377162483004	
120	9400.31822763024	28780.432446475577	
121	9437.768143092208	28858.03392495672	
122	9433.871127652257	28841.064547957987	
123	9510.713352391736	29044.485342274776	
124	9490.864510059493	28990.715608192255	
125	9554.449524009706	29162.7434665732	
126	9511.651416434124	29036.951433836464	
127	9586.942030805309	29236.235838975714	
128	9536.626457273767	29106.35983126286	
129	9619.53730290174	29327.108914810477	
130	9601.95976159924	29278.115337311057	
131	9649.750246645868	29408.298201043104	
132	9624.226260549454	29332.029451461894	
133	9665.346795208754	29448.42832953811	
134	9624.650904429429	29301.149925907714	
135	9689.126277844889	29509.52755794406	
136	9671.350266497866	29468.726654909402	
137	9705.677685599836	29568.14952054266	
138	9734.12168993866	29649.976083620695	
139	9743.41324378787	29710.69607299053	
140	9773.04917873231	29772.442174146818	
141	9774.055942590563	29797.529271582232	
142	9762.519769625193	29751.33720259644	
143	9796.133095879588	29862.909639895322	
144	9770.417652187598	29762.652404374578	
145	9764.825989437635	29835.689375586393	
146	9754.291490303658	29824.617186189007	
147	9767.627427916292	29850.78200555298	
148	9821.25156991006	30004.998418192845	
149	9814.050151536183	29963.47544852346	
150	9857.310297839054	30090.42488998252	
151	9861.430942034678	30122.11991853191	
152	9875.689764646677	30172.08882204124	
153	9851.800905501677	30121.402933153633	
154	9790.289300572818	29917.97934522105	
155	9925.815029394756	30359.294097848942	
156	9929.974854589376	30385.408012092954	
157	9950.084722068848	30440.27273921831	
158	9902.054337724268	30298.12787985868	
159	9982.34812936106	30581.827185301674	
160	9984.74059048414	30573.83559273113	
161	10091.917703314699	30897.07773565731	
162	10059.553545070117	30788.287980394573	
163	10132.148343326518	30982.37157244684	
164	10115.760682104152	30951.13761419026	
165	10137.539693671726	31018.482803013754	
166	10059.172943974674	30748.35604842908	
167	10128.042126028713	30972.87658866626	
168	10111.773048322182	30902.67116094625	
169	10220.595013421027	31342.572667028926	
170	10170.80946071786	31179.521024499907	
171	10248.47475770648	31416.996084800165	
172	10212.70949708904	31312.644959565423	
173	10250.212314525405	31399.0908153934	
174	10139.414904418265	31057.42113083452	
175	10257.929763222108	31417.818631187492	
176	10262.908057655251	31396.351049740668	
177	10296.52993070309	31509.29022749289	
178	10287.29178984035	31561.22723596717	
179	10350.567731136283	31724.151780158187	
180	10336.33669907927	31734.98483488887	
181	10379.208603690699	31879.283284431564	
182	10360.481709117985	31827.905122093685	
183	10362.44408672528	31904.78822292995	
184	10393.195286544587	32002.121248282332	
